serZone;type;tag;description
FHS;internal macro:trackEdge not possible in a371;;macro:location Genk-Zuid-LO-Inrit Zuid FORD (from L21L/1-A to L21C-A)
FHS;internal macro:trackEdge not possible in a371;;macro:location Y.Kaatsbeek (from L232-A to L21C-A)
FHS;location without nodes;;Lanaken Aansluiting Albertterminal (GLK)
FHS;location without nodes;;Lanaken-Grens (GLKGR)
FHS;locationPoint with incoherent epbName;;locationPoint A.Aperam - Aperam 1 (location A.Aperam, interGrid 2151 kant 2)
FHS;locationPoint with incoherent epbName;;locationPoint A.Cronimet - Cronimet (location A.Cronimet, interGrid 2151 kant 2)
FHS;locationPoint with incoherent epbName;;locationPoint A.SML - A.SML (location A.SML, interGrid 2151 kant 2)
FHS;locationPoint with incoherent epbName;;locationPoint Budel - Aans.Zinifex (location Budel, interGrid 1926 kant 2)
FHS;locationPoint with incoherent epbName;;locationPoint Genk-ZLO-232 - Aansl. Eurol (location Genk-ZLO-232, interGrid 2153 kant 1)
FHS;locationPoint with incoherent epbName;;locationPoint Genk-ZLO-232 - Aansl. Sadep (location Genk-ZLO-232, interGrid 2153 kant 1)
FHS;locationPoint with incoherent epbName;;locationPoint Genk-ZLO-232 - Aansl. Walon (location Genk-ZLO-232, interGrid 2153 kant 1)
FHS;locationPoint with incoherent epbName;;locationPoint Genk-ZRO-231 - DSP na 253 (location Genk-ZRO-231, interGrid 2152 kant 2)
FHS;locationPoint with incoherent epbName;;locationPoint Y.Bosdel - A (L21) (location Y.Bosdel, interGrid 2150 - 2151)
FHS;locationPoint with incoherent epbName;;locationPoint Zutendaal-Maasland - DSPZutendaal (location Zutendaal-Maasland, interGrid 2151 kant 2)
FHS;locationRouteEdge without locationPoint with timingLocation[meso];;location GBW (ptcarId 108): nb of locationRouteEdges without locationPoint with timingLocation[meso] 1/57 BalenW /2 - Aans. Balim - PK105.fic
FHS;locationRouteEdge without locationPoint with timingLocation[meso];;location RKGNF (ptcarId 1290): nb of locationRouteEdges without locationPoint with timingLocation[meso] 1/4 FJ-E.14 - L21L/1-A
FHS;locationRouteEdge without locationPoint with timingLocation[meso];;location YKABK (ptcarId 1555): nb of locationRouteEdges without locationPoint with timingLocation[meso] 1/4 EJ-E.14 - L232-A
FHS;locationRouteEdge without locationPoint with timingLocation[micro];;location GBW/2 (ptcarId 108): nb of locationRouteEdges without locationPoint with timingLocation[micro] 1/3 BalenW /2 - Aans. Balim - PK105.fic
FHS;locationRouteEdge without locationPoint with timingLocation[micro];;location LNP (ptcarId 899): nb of locationRouteEdges without locationPoint with timingLocation[micro] 1/10 L19 - C-N.14
FHS;locationRouteEdge without locationPoint with timingLocation[micro];;location RKGNF (ptcarId 1290): nb of locationRouteEdges without locationPoint with timingLocation[micro] 1/4 FJ-E.14 - L21L/1-A
FHS;locationRouteEdge without locationPoint with timingLocation[micro];;location YKABK (ptcarId 1555): nb of locationRouteEdges without locationPoint with timingLocation[micro] 1/4 EJ-E.14 - L232-A
FHS;routing without routeEdge;;Genk Z.LO 2153/1 rw CJ-E.14 - FJ-E.14
FHS;routing without routeEdge;;Genk Z.LO 2153/4 rw DJ-E.14 - EJ-E.14
FHS;routing without routeEdge;;Hasselt 3499/1 rw. s440-s.14 - C-S.14
FHS;routing without routeEdge;;Hasselt 3499/1 rw. s440-s.14 - CX-S.14
FHS;routing without routeEdge;;Hasselt gril 3499/1 rw DL-S.14 - s440-s.14
FHS;routing without routeEdge;;Hasselt gril 3499/1 rw s440-s.14 - DL-S.14
FHS;routing without routeEdge;;Hasselt gril 3499/1 rw s440-s.14 - DT-S.14
FHS;routing without routeEdge;;Hasselt gril 3499/1 rw s440-s.14 - E-S.14
FHS;routing without routeEdge;;Hasselt gril 3499/1 rw s440-s.14 - P-S.14
FHS;routing without routeEdge;;Hasselt gril 3499/1 rw s440-s.14 - T-S.14
FHS;routing without routeEdge;;Hasselt gril 3499/11 rw T-S.14 - s440-s.14
FHS;routing without routeEdge;;Hasselt gril 3499/13 rw C-S.14 - s440-s.14
FHS;routing without routeEdge;;Hasselt gril 3499/2 rw CX-S.14 - s440-s.14
FHS;routing without routeEdge;;Hasselt gril 3499/2 rw DT-S.14 -s440-s.14
FHS;routing without routeEdge;;Hasselt gril 3499/2 rw E-S.14 - s440-s.14
FHS;routing without routeEdge;;Hasselt gril 3499/7 rw P-S.14 - s440-s.14
FHS;routing without routeEdge;;Hasselt rooster 3498/1 rw S-U.14 - h440-u.14
FHS;routing without routeEdge;;Hasselt rooster 3498/1 rw SX-U.14 - h440-u.14
FHS;routing without routeEdge;;Hasselt rooster 3498/1 rw T-U.14 - h440-u.14
FHS;routing without routeEdge;;Hasselt rooster 3498/1 rw TX-U.14 - h440-u.14
FHS;routing without routeEdge;;Hasselt rooster 3498/11 rw h440-u.14 - O-U.14
FHS;routing without routeEdge;;Hasselt rooster 3498/11 rw h440-u.14 - S-U.14
FHS;routing without routeEdge;;Hasselt rooster 3498/11 rw h440-u.14 - SX-U.14
FHS;routing without routeEdge;;Hasselt rooster 3498/11 rw h440-u.14 - T-U.14
FHS;routing without routeEdge;;Hasselt rooster 3498/11 rw h440-u.14 - TX-U.14
FHS;routing without routeEdge;;Hasselt rooster 3498/7 rw O-U.14 - h440-u.14
FHS;speedSignal without node;;L19KP23A196R1S1
FHS;speedSignal without node;;L19KP32A240R2S1
FHS;speedSignal without node;;L19KP9A813R2S1
FHS;speedSignal without node;;L20KP12A715R2S1
FHS;speedSignal without node;;L20KP12A747R2S1
FHS;speedSignal without node;;L21KP17A320R2S1
FHS;speedSignal without node;;L21KP17A320R2S2
FHS;speedSignal without node;;L21KP1A240R2S1
FHS;speedSignal without node;;L21KP1A240R2S2
FHS;speedSignal without node;;L232KP0A110R1S1
FHS;speedSignal without node;;L34KP27A471R1S1
FHS;speedSignal without node;;L34KP27A471R1S2
FHS;speedSignal without node;;L34KP28A460R2S1
FHS;speedSignal without node;;L34KP28A460R2S2
FHS;speedSignal without node;;L35KP54A850R1S1
FHS;speedSignal without node;;L35KP54A850R1S2
FHS;speedSignal without node;;L35KP54A850R2S1
FHS;speedSignal without node;;L35KP54A850R2S2
FHS;stopSignal with incoherent ptcar reference;;stopSignal A497 is present in micro:location Mol/1 (ptcarId 840) but linked to ptrefColumn Geel 1515/1 (ptcarId 436)
FHS;stopSignal with incoherent ptcar reference;;stopSignal AW40S.fic is present in micro:location Hasselt-E (ptcarId 2112) but linked to ptrefColumn Hass. 3490/1 (ptcarId 523)
FHS;stopSignal with incoherent ptcar reference;;stopSignal AX498 is present in micro:location Mol/1 (ptcarId 840) but linked to ptrefColumn Geel 1515/2 (ptcarId 436)
FHS;stopSignal with incoherent ptcar reference;;stopSignal B498 is present in micro:location Mol/1 (ptcarId 840) but linked to ptrefColumn Geel 1515/2 (ptcarId 436)
FHS;stopSignal with incoherent ptcar reference;;stopSignal B720 is present in micro:location Leopoldsb/2 (ptcarId 708) but linked to ptrefColumn Beverl1575/2 (ptcarId 143)
FHS;stopSignal with incoherent ptcar reference;;stopSignal BX497 is present in micro:location Mol/1 (ptcarId 840) but linked to ptrefColumn Geel 1515/1 (ptcarId 436)
FHS;stopSignal with incoherent ptcar reference;;stopSignal BX720 is present in micro:location Leopoldsb/2 (ptcarId 708) but linked to ptrefColumn Beverl1575/1 (ptcarId 143)
FHS;stopSignal with incoherent ptcar reference;;stopSignal DE-S.14 is present in micro:location Hasselt-E (ptcarId 2112) but linked to ptrefColumn Hass 3499/3 (ptcarId 523)
FHS;stopSignal with incoherent ptcar reference;;stopSignal DJ-E.14 is present in micro:location Y.Kaatsbeek (ptcarId 1555) but linked to ptrefColumn G.LO 2153/4 (ptcarId 1290)
FHS;stopSignal with incoherent ptcar reference;;stopSignal DL-S.14 is present in micro:location Hasselt (ptcarId 523) but linked to ptrefColumn Hass 3499/14 (ptcarId 340)
FHS;stopSignal with incoherent ptcar reference;;stopSignal EW-E.14 is present in micro:location Y.Bosdel (ptcarId 1519) but linked to ptrefColumn Y-Bos.2151/4 (ptcarId 444)
FHS;stopSignal with incoherent ptcar reference;;stopSignal GE-F.14 is present in micro:location Bilz.Wijksp (ptcarId 233) but linked to ptrefColumn Bilzen3496/1 (ptcarId 1985)
FHS;stopSignal with incoherent ptcar reference;;stopSignal HE-F.14 is present in micro:location Bilz.Wijksp (ptcarId 233) but linked to ptrefColumn Bilzen3496/1 (ptcarId 1985)
FHS;stopSignal with incoherent ptcar reference;;stopSignal HEX-F.14 is present in micro:location Y.Rooierweg (ptcarId 1985) but linked to ptrefColumn Bilz.W3496/3 (ptcarId 233)
FHS;stopSignal with incoherent ptcar reference;;stopSignal IE-S.14 is present in micro:location Hasselt-E (ptcarId 2112) but linked to ptrefColumn Hass. 3490/2 (ptcarId 523)
FHS;stopSignal with incoherent ptcar reference;;stopSignal IG-E.14 is present in micro:location Genk-Goeder. (ptcarId 1247) but linked to ptrefColumn G G. 2148/3 (ptcarId 1922)
FHS;stopSignal with incoherent ptcar reference;;stopSignal JG-E.14 is present in micro:location Genk-Goeder. (ptcarId 1247) but linked to ptrefColumn G G. 2148/3 (ptcarId 1922)
FHS;stopSignal with incoherent ptcar reference;;stopSignal JW-E.14 is present in micro:location Y.Bosdel (ptcarId 1519) but linked to ptrefColumn Y.Bos.2151/6 (ptcarId 453)
FHS;stopSignal with incoherent ptcar reference;;stopSignal KE-S.14 is present in micro:location Hasselt-E (ptcarId 2112) but linked to ptrefColumn Hass. 3490/1 (ptcarId 523)
FHS;stopSignal with incoherent ptcar reference;;stopSignal M-O.14 is present in micro:location Zolder (ptcarId 1231) but linked to ptrefColumn Zolder1524/2 (ptcarId 1273)
FHS;stopSignal with incoherent ptcar reference;;stopSignal ME-F.14 is present in micro:location Bilzen (ptcarId 157) but linked to ptrefColumn Bilzen3495/1 (ptcarId 233)
FHS;stopSignal with incoherent ptcar reference;;stopSignal N-T.14 is present in micro:location Hasselt-Afw. (ptcarId 524) but linked to ptrefColumn Hass 3580/1 (ptcarId 523)
FHS;stopSignal with incoherent ptcar reference;;stopSignal OW-E.14 is present in micro:location Y.Termien (ptcarId 1626) but linked to ptrefColumn G.RO 2152/4 (ptcarId 445)
FHS;stopSignal with incoherent ptcar reference;;stopSignal ce471-s.14 is present in micro:location Hasselt-E (ptcarId 2112) but linked to ptrefColumn Hass 3499/9 (ptcarId 523)
FHS;stopSignal with incoherent ptcar reference;;stopSignal ce472-s.14 is present in micro:location Hasselt-E (ptcarId 2112) but linked to ptrefColumn Hass 3499/9 (ptcarId 523)
FHS;stopSignal with incoherent ptcar reference;;stopSignal ce473-s.14 is present in micro:location Hasselt-E (ptcarId 2112) but linked to ptrefColumn Hass 3499/9 (ptcarId 523)
FHS;stopSignal with incoherent ptcar reference;;stopSignal ce474-s.14 is present in micro:location Hasselt-E (ptcarId 2112) but linked to ptrefColumn Hass 3499/9 (ptcarId 523)
FHS;stopSignal with incoherent ptcar reference;;stopSignal ce475-s.14 is present in micro:location Hasselt-E (ptcarId 2112) but linked to ptrefColumn Hass 3499/9 (ptcarId 523)
FHS;stopSignal with incoherent ptcar reference;;stopSignal ce476-s.14 is present in micro:location Hasselt-E (ptcarId 2112) but linked to ptrefColumn Hass 3499/9 (ptcarId 523)
FHS;stopSignal with incoherent ptcar reference;;stopSignal ce477-s.14 is present in micro:location Hasselt-E (ptcarId 2112) but linked to ptrefColumn Hass 3499/9 (ptcarId 523)
FHS;stopSignal with incoherent ptcar reference;;stopSignal ce478-s.14 is present in micro:location Hasselt-E (ptcarId 2112) but linked to ptrefColumn Hass 3499/9 (ptcarId 523)
FHS;stopSignal with incoherent ptcar reference;;stopSignal ce479-s.14 is present in micro:location Hasselt-E (ptcarId 2112) but linked to ptrefColumn Hass 3499/9 (ptcarId 523)
FHS;stopSignal with incoherent ptcar reference;;stopSignal ce480-s.14 is present in micro:location Hasselt-E (ptcarId 2112) but linked to ptrefColumn Hass 3499/9 (ptcarId 523)
FHS;stopSignal with incoherent ptcar reference;;stopSignal ce481-s.14 is present in micro:location Hasselt-E (ptcarId 2112) but linked to ptrefColumn Hass 3499/9 (ptcarId 523)
FHS;stopSignal with incoherent ptcar reference;;stopSignal ce482-s.14 is present in micro:location Hasselt-E (ptcarId 2112) but linked to ptrefColumn Hass 3499/9 (ptcarId 523)
FHS;stopSignal with incoherent ptcar reference;;stopSignal ce483-s.14 is present in micro:location Hasselt-E (ptcarId 2112) but linked to ptrefColumn Hass 3499/9 (ptcarId 523)
FHS;subLocation without locationPoint;;Lanaken Aansluiting Albertterminal
FHS;subLocation without locationPoint;;Lanaken Aansluiting GOBO
FHS;subLocation without locationPoint;;Lanaken-Grens
FHS;switch not linked to 3 trackEdges;;switch 04S (location Hasselt, grid 3499)
FHS;switch not linked to 3 trackEdges;;switch 05AS (location Hasselt, grid 3499)
FHS;switch not linked to 3 trackEdges;;switch 07S (location Hasselt, grid 3499)
FHS;switch not linked to 3 trackEdges;;switch 16BR (location Y.W.Hasselt, grid 3597)
FHS;switch not linked to 3 trackEdges;;switch 20BE (location GenkGoed H/1, grid 2149)
FHS;switch not linked to 3 trackEdges;;switch 20BF (location V.Autotransp, grid 3492)
FHS;switch not linked to 3 trackEdges;;switch 28BE (location Genk-Goeder., grid 2148)
FHS;switch not linked to 3 trackEdges;;switch 29BE (location Genk-Goeder., grid 2148)
FHS;switch not linked to 3 trackEdges;;switch 30AE (location Genk-Goeder., grid 2148)
FHS;switch not linked to 3 trackEdges;;switch 30BT (location Hasselt, grid 3580)
FHS;switch not linked to 3 trackEdges;;switch 53AW (location Balen-Werkpl, grid 1901)
FHS;switch not linked to 3 trackEdges;;switch 65BW (location Balen-Werkpl, grid 1902)
FHS;switch not linked to 3 trackEdges;;switch 71BE (location Y.Bosdel, grid 2151)
FHS;switch not linked to 3 trackEdges;;switch 83BE (location Genk-In Nd F, grid 2153)
FHS;switch not linked to 3 trackEdges;;switch 84AE (location Y.Kaatsbeek, grid 2153)
FHS;switch not linked to 3 trackEdges;;switch 85AE (location Genk-In Zd F, grid 2154)
FL;blockSignal without node;;L-43-A482
FL;catenaryCase without nodes;;24679
FL;incoherent stopSignal regimes;;trackEdge [switch 01V to switch 02V]: found normal and wrong regimes for down stopSignal group
FL;incoherent stopSignal regimes;;trackEdge [switch 02I to switch 01AC]: found normal and wrong regimes for down stopSignal group
FL;incoherent stopSignal regimes;;trackEdge [switch 03V to switch 20V]: found normal and wrong regimes for down stopSignal group
FL;incoherent stopSignal regimes;;trackEdge [switch 06I to switch 01I]: found normal and wrong regimes for down stopSignal group
FL;incoherent stopSignal regimes;;trackEdge [switch 29V to switch 30V]: found normal and wrong regimes for down stopSignal group
FL;locationRouteEdge without locationPoint with timingLocation[meso];;location YVALB (ptcarId 1630): nb of locationRouteEdges without locationPoint with timingLocation[meso] 2/44 L37A-B - Y.Val-Benoît - SAS 225 - CZ-G.45 - KU-G.45 - Y.Val-Benoit - 229 - PK-229-G.45 L37L/2-A - KU-G.45 - Y.Val-Benoit - 229 - PK-229-G.45
FL;locationRouteEdge without locationPoint with timingLocation[micro];;location YVALB (ptcarId 1630): nb of locationRouteEdges without locationPoint with timingLocation[micro] 2/44 L37A-B - CZ-G.45 - KU-G.45 - Y.Val-Benoit - 229 - PK-229-G.45 L37L/2-A - KU-G.45 - Y.Val-Benoit - 229 - PK-229-G.45
FL;routing without routeEdge;;Voroux-LGV B.Travaux rw. H172-W.45 - G-W.45
FL;routing without routeEdge;;Voroux-LGV B.Travaux rw. H173-W.45 - G-W.45
FL;speedSignal without node;;L125KP0A60R2S1
FL;speedSignal without node;;L125KP12A415R1S1
FL;speedSignal without node;;L125KP12A415R1S2
FL;speedSignal without node;;L125KP12A584R1S1
FL;speedSignal without node;;L125KP12A599R1S2
FL;speedSignal without node;;L125KP12A660R2S1
FL;speedSignal without node;;L125KP12A660R2S2
FL;speedSignal without node;;L125KP19A472R1S2
FL;speedSignal without node;;L125KP20A380R2S2
FL;speedSignal without node;;L125KP30A132R1S1
FL;speedSignal without node;;L125KP30A132R2S1
FL;speedSignal without node;;L125KP5A745R1S1
FL;speedSignal without node;;L125KP6A685R2S1
FL;speedSignal without node;;L34KP13A700R1S1
FL;speedSignal without node;;L34KP14A15R2S0
FL;speedSignal without node;;L34KP6A30R1S1
FL;speedSignal without node;;L34KP6A416R2S1
FL;speedSignal without node;;L36KP75A173R2S1
FL;speedSignal without node;;L36KP75A173R2S2
FL;speedSignal without node;;L36KP94A300R1S2
FL;speedSignal without node;;L36KP99A588R1S1
FL;speedSignal without node;;L36KP99A700R1S2
FL;speedSignal without node;;L37KP100A200R2S1
FL;speedSignal without node;;L37KP100A207R2S1
FL;speedSignal without node;;L42KP41A217R2S1
FL;speedSignal without node;;L42KP41A50R1S1
FL;speedSignal without node;;L42KP53A542R1S1
FL;speedSignal without node;;L42KP53A830R2S1
FL;speedSignal without node;;L42KP54A888R1S1
FL;speedSignal without node;;L42KP55A15R2S1
FL;speedSignal without node;;L42KP55A610R1S1
FL;speedSignal without node;;L42KP55A610R2S1
FL;speedSignal without node;;L42KP65A997R1S1
FL;speedSignal without node;;L42KP77A920R1S2
FL;stopSignal with incoherent ptcar reference;;stopSignal AX870 is present in micro:location Voroux (ptcarId 1202) but linked to ptrefColumn Fexhe 2/2 (ptcarId 399)
FL;stopSignal with incoherent ptcar reference;;stopSignal AX870.fic is present in micro:location Voroux (ptcarId 1202) but linked to ptrefColumn Fexhe 2/1 (ptcarId 399)
FL;stopSignal with incoherent ptcar reference;;stopSignal B870 is present in micro:location Voroux (ptcarId 1202) but linked to ptrefColumn Fexhe 2/2 (ptcarId 399)
FL;stopSignal with incoherent ptcar reference;;stopSignal B870.fic is present in micro:location Voroux (ptcarId 1202) but linked to ptrefColumn Fexhe 2/1 (ptcarId 399)
FL;stopSignal with incoherent ptcar reference;;stopSignal EC-N.45 is present in micro:location Liers-Faisc (ptcarId 734) but linked to ptrefColumn Liers 3406/1 (ptcarId 733)
FL;stopSignal with incoherent ptcar reference;;stopSignal LD-G.45 is present in micro:location Angleur (ptcarId 27) but linked to ptrefColumn Y.Agu37020/1 (ptcarId 1497)
FL;stopSignal with incoherent ptcar reference;;stopSignal M6-G.45 is present in micro:location Angleur (ptcarId 27) but linked to ptrefColumn Y.Agu37020/2 (ptcarId 1497)
FL;stopSignal with incoherent ptcar reference;;stopSignal NU-H.45 is present in micro:location Rivage-March (ptcarId 1246) but linked to ptrefColumn Rivage4305/6 (ptcarId 996)
FL;stopSignal with incoherent ptcar reference;;stopSignal OR-F.45 is present in micro:location Liège-G. (ptcarId 726) but linked to ptrefColumn Luik 3633/4 (ptcarId 731)
FL;stopSignal with incoherent ptcar reference;;stopSignal PR-F.45 is present in micro:location Liège-G. (ptcarId 726) but linked to ptrefColumn Luik 3633/4 (ptcarId 731)
FL;stopSignal with incoherent ptcar reference;;stopSignal R-H.45 is present in micro:location Rivage-March (ptcarId 1246) but linked to ptrefColumn Rivage4305/6 (ptcarId 996)
FL;stopSignal with incoherent ptcar reference;;stopSignal S6-G.45 is present in micro:location Angleur-CLI (ptcarId 2129) but linked to ptrefColumn Angl 37030/3 (ptcarId 27)
FL;stopSignal with incoherent ptcar reference;;stopSignal SR-F.45 is present in micro:location Liège-G. (ptcarId 726) but linked to ptrefColumn Luik 3633/4 (ptcarId 731)
FL;stopSignal with incoherent ptcar reference;;stopSignal T-V.45 is present in micro:location Gouvy/2.2 (ptcarId 477) but linked to ptrefColumn Gouvy 4208/2 (ptcarId 478)
FL;stopSignal without indi:id;;stopSignal A927 (location Y.Voroux, interGrid 3627 - SER 28)
FL;stopSignal without indi:id;;stopSignal B934 (location Y.Voroux, interGrid 3627 - SER 28)
FL;switch not linked to 3 trackEdges;;switch 02AE (location Liège-G., grid 3631)
FL;switch not linked to 3 trackEdges;;switch 04BH (location Rivage-March, grid 4303)
FL;switch not linked to 3 trackEdges;;switch 06R (location Statte, grid 12509)
FL;switch not linked to 3 trackEdges;;switch 10AS (location Hermalle-Huy, grid 12515)
FL;switch not linked to 3 trackEdges;;switch 17AH (location Racc. Belle Roche, grid 42000)
FL;switch not linked to 3 trackEdges;;switch 17AR (location Statte, grid 12511)
FL;switch not linked to 3 trackEdges;;switch 18U (location Y.Leman, grid 12521)
FL;switch not linked to 3 trackEdges;;switch 21BV (location Trois-Ponts, grid 4203)
FL;switch not linked to 3 trackEdges;;switch 22BU (location Tilleur, grid 12522)
FL;switch not linked to 3 trackEdges;;switch 22W (location Voroux LGV, grid 3650)
FL;switch not linked to 3 trackEdges;;switch 23W (location Voroux LGV, grid 3650)
FL;switch not linked to 3 trackEdges;;switch 25N (location Liers-Faisc, grid 3406)
FL;switch not linked to 3 trackEdges;;switch 25R (location Statte, grid 12510)
FL;switch not linked to 3 trackEdges;;switch 26N (location Liers-Faisc, grid 3406)
FL;switch not linked to 3 trackEdges;;switch 28N (location Liers-Faisc, grid 3406)
FL;switch not linked to 3 trackEdges;;switch 28W (location Voroux LGV, grid 3651)
FL;switch not linked to 3 trackEdges;;switch 32BR (location Huy, grid 12530)
FL;switch not linked to 3 trackEdges;;switch 34BR (location Huy, grid 12530)
FL;switch not linked to 3 trackEdges;;switch 35AR (location Huy, grid 12512)
FL;switch not linked to 3 trackEdges;;switch 36BF (location Liège-G., grid 3633)
FL;switch not linked to 3 trackEdges;;switch 39V (location Gouvy/1, grid 4207)
FL;switch not linked to 3 trackEdges;;switch 50BF (location Liège-G., grid 3633)
FL;switch not linked to 3 trackEdges;;switch 51AD (location Vor-LGV-VP, grid 3627)
FL;switch not linked to 3 trackEdges;;switch 53N (location Liers-Faisc, grid 3409)
FL;switch not linked to 3 trackEdges;;switch 56N (location Liers-Faisc, grid 3409)
FL;switch not linked to 3 trackEdges;;switch 60BD (location R.Bierset-Fr, grid 3634)
FL;switch not linked to 3 trackEdges;;switch 63AG (location Liège-G. Fsx, grid 13700)
FLTO;automatic stopSignal without blockSignalId;;stopSignal D-L.12 (location Wa-Vl 2 L2, grid 204)
FLTO;automatic stopSignal without blockSignalId;;stopSignal DX-L.12 (location Wa-Vl 2 L2, grid 204)
FLTO;catenaryCase without nodes;;24075
FLTO;catenaryCase without nodes;;24076
FLTO;stopSignal with incoherent ptcar reference;;stopSignal AX662 is present in micro:location Wa-Vl 2 L2 (ptcarId 437) but linked to ptrefColumn L2-FLW 204/2 (ptcarId 403)
FLTO;stopSignal with incoherent ptcar reference;;stopSignal B662 is present in micro:location Wa-Vl 2 L2 (ptcarId 437) but linked to ptrefColumn L2-FLW 204/2 (ptcarId 403)
FLTO;stopSignal with incoherent ptcar reference;;stopSignal D-L.12 is present in micro:location Wa-Vl 2 L2 (ptcarId 437) but linked to ptrefColumn L2-FLW 204/1 (ptcarId 403)
FLTO;stopSignal with incoherent ptcar reference;;stopSignal DX-L.12 is present in micro:location Wa-Vl 2 L2 (ptcarId 437) but linked to ptrefColumn L2-FLW 204/1 (ptcarId 403)
FLTO;switch not linked to 3 trackEdges;;switch 30J (location Hoegaarden, grid 201)
FLTO;switch not linked to 3 trackEdges;;switch 46L (location Pousset, grid 202)
FLV;automatic stopSignal without blockSignalId;;stopSignal E-J.12 (location Leuven, grid 206)
FLV;automatic stopSignal without blockSignalId;;stopSignal EX-J.12 (location Leuven, grid 206)
FLV;incoherent stopSignal regimes;;trackEdge [switch 12T to switch 41U]: found normal and wrong regimes for up stopSignal group
FLV;incoherent stopSignal regimes;;trackEdge [switch 34S to switch 22T]: found normal and wrong regimes for up stopSignal group
FLV;location not clustered;NEW;Kortenberg-Goederen (FTBG)
FLV;locationBorder not linked to 2 locations;NEW;border L36 (location KG-D'Iet-124, grid 3604 and interGrid 3604 kant 2)
FLV;locationBorder not linked to 2 locations;NEW;border L36 (location Kort.-G.123, grid 3603 and interGrid 3603 kant 1)
FLV;locationBorder not linked to 2 locations;NEW;border L36-A (location Erps-Kwerps, grid 3675 and interGrid 3608 - 3675)
FLV;locationBorder not linked to 2 locations;NEW;border L36-A (location Kortenberg, interGrid 3675 - 3677)
FLV;locationBorder not linked to 2 locations;NEW;border L36-B (location Erps-Kwerps, grid 3604 and interGrid 3604 - 3691)
FLV;locationBorder not linked to 2 locations;NEW;border L36-B (location Kortenberg, grid 3603)
FLV;locationRouteEdge without locationPoint with timingLocation[meso];NEW;location FTBG (ptcarId 33): nb of locationRouteEdges without locationPoint with timingLocation[meso] 4/4 KG-D'Iet-124 - DSP 124 - L36 Kort.-G.123 - DSP 123 - L36 L36 - KG-D'Iet-124 - DSP 124 L36 - Kort.-G.123 - DSP 123
FLV;speedSignal without node;;L139KP11A375R1S1
FLV;speedSignal without node;;L139KP11A916R2S1
FLV;speedSignal without node;;L21KP10A380R2S1
FLV;speedSignal without node;;L21KP10A740R1S1
FLV;speedSignal without node;;L21KP10A860R2S1
FLV;speedSignal without node;;L21KP10A965R2S1
FLV;speedSignal without node;FIXED;L21KP9A942R1S1
FLV;speedSignal without node;;L36KP28A846R1S2
FLV;speedSignal without node;;L36KP28A934R1S1
FLV;speedSignal without node;;L36KP29A500R2S1
FLV;speedSignal without node;;L36KP2A475R2S2
FLV;speedSignal without node;;L36KP30A30R2S2
FLV;speedSignal without node;;L36KP30A450R2S2
FLV;stopSignal with incoherent ptcar reference;;stopSignal A181 is present in micro:location Kortenberg (ptcarId 648) but linked to ptrefColumn Erps.K3674/1 (ptcarId 368)
FLV;stopSignal with incoherent ptcar reference;;stopSignal AY092 is present in micro:location Zaventem (ptcarId 1260) but linked to ptrefColumn Dieg.3671/1 (ptcarId 325)
FLV;stopSignal with incoherent ptcar reference;FIXED;stopSignal AY163 is present in micro:location Kortenb.Goed (ptcarId 33) but linked to ptrefColumn Erps.K3675/1 (ptcarId 368)
FLV;stopSignal with incoherent ptcar reference;;stopSignal BZ081 is present in micro:location Zaventem (ptcarId 1260) but linked to ptrefColumn Dieg.3692/1 (ptcarId 325)
FLV;stopSignal with incoherent ptcar reference;;stopSignal EZ-E.9 is present in micro:location Kortenberg (ptcarId 648) but linked to ptrefColumn KortG 3603/1 (ptcarId 33)
FLV;stopSignal with incoherent ptcar reference;;stopSignal IX-H.9 is present in micro:location Y.Leuven-M (ptcarId 5) but linked to ptrefColumn Y-L M 3605/2 (ptcarId 718)
FLV;stopSignal with incoherent ptcar reference;;stopSignal K-M.9 is present in micro:location Y.Tivoli (ptcarId 20) but linked to ptrefColumn FLV 3607/15 (ptcarId 1943)
FLV;stopSignal with incoherent ptcar reference;;stopSignal KX-M.9 is present in micro:location Y.Tivoli (ptcarId 20) but linked to ptrefColumn FLV 3607/15 (ptcarId 1943)
FLV;stopSignal with incoherent ptcar reference;;stopSignal L-H.9 is present in micro:location Y.Leuven-M (ptcarId 5) but linked to ptrefColumn Y-L M 3605/2 (ptcarId 718)
FLV;stopSignal with incoherent ptcar reference;;stopSignal N-K.9 is present in micro:location Leuven-I (ptcarId 2148) but linked to ptrefColumn FLV 3606/5 (ptcarId 718)
FLV;stopSignal with incoherent ptcar reference;;stopSignal N-L.9 is present in micro:location Leuven (ptcarId 715) but linked to ptrefColumn FLV 3607/19 (ptcarId 1943)
FLV;stopSignal with incoherent ptcar reference;;stopSignal N-M.9 is present in micro:location Y.Tivoli (ptcarId 20) but linked to ptrefColumn FLV-Q 3607/3 (ptcarId 109)
FLV;stopSignal with incoherent ptcar reference;;stopSignal NX-L.9 is present in micro:location Leuven (ptcarId 715) but linked to ptrefColumn FLV 3607/19 (ptcarId 1943)
FLV;stopSignal with incoherent ptcar reference;;stopSignal R-L.9 is present in micro:location Leuven (ptcarId 715) but linked to ptrefColumn FLV-Q3607/18 (ptcarId 109)
FLV;stopSignal with incoherent ptcar reference;;stopSignal ax181.fic is present in micro:location Kortenberg (ptcarId 648) but linked to ptrefColumn Erps.K3674/2 (ptcarId 368)
