serZone;type;tag;description
LKL;stopSignal without indi:id;;stopSignal j130-e.1 (location Bundel Zuid, grid 1011)
LKL;stopSignal without indi:id;;stopSignal j133-e.1 (location Bundel Zuid, grid 1011)
LKL;stopSignal without indi:id;;stopSignal j134-e.1 (location Bundel Zuid, grid 1011)
LKL;stopSignal without indi:id;;stopSignal j135-e.1 (location Bundel Zuid, grid 1011)
LKL;stopSignal without indi:id;;stopSignal j136-e.1 (location Bundel Zuid, grid 1011)
LKL;stopSignal without indi:id;;stopSignal j137-e.1 (location Bundel Zuid, grid 1011)
LKL;stopSignal without indi:id;;stopSignal j138-e.1 (location Bundel Zuid, grid 1011)
LKL;stopSignal without indi:id;;stopSignal j139-e.1 (location Bundel Zuid, grid 1011)
LKL;stopSignal without indi:id;;stopSignal j140-e.1 (location Bundel Zuid, grid 1011)
LKL;stopSignal without indi:id;;stopSignal j141-e.1 (location Bundel Zuid, grid 1011)
LKL;stopSignal without indi:id;;stopSignal j142-e.1 (location Bundel Zuid, grid 1011)
LKL;stopSignal without indi:id;;stopSignal j143-e.1 (location Bundel Zuid, grid 1011)
LKL;stopSignal without indi:id;;stopSignal j144-e.1 (location Bundel Zuid, grid 1011)
LKL;stopSignal without indi:id;;stopSignal j145-e.1 (location Bundel Zuid, grid 1011)
LKL;stopSignal without indi:id;;stopSignal j146-e.1 (location Bundel Zuid, grid 1011)
LKL;stopSignal without indi:id;;stopSignal j147-e.1 (location Bundel Zuid, grid 1011)
LKL;stopSignal without indi:id;;stopSignal j148-e.1 (location Bundel Zuid, grid 1011)
LKL;stopSignal without indi:id;;stopSignal j149-e.1 (location Bundel Zuid, grid 1011)
LKL;stopSignal without indi:id;;stopSignal j150-e.1 (location Bundel Zuid, grid 1011)
LKL;stopSignal without indi:id;;stopSignal j151-e.1 (location Bundel Zuid, grid 1011)
LKL;stopSignal without indi:id;;stopSignal j152-e.1 (location Bundel Zuid, grid 1011)
LKL;stopSignal without indi:id;;stopSignal j311-k.1 (location B.Krommenhoek, grid 1030)
LKL;stopSignal without indi:id;;stopSignal j312-k.1 (location B.Krommenhoek, grid 1030)
LKL;stopSignal without indi:id;;stopSignal j313-k.1 (location B.Krommenhoek, grid 1030)
LKL;stopSignal without indi:id;;stopSignal j314-k.1 (location B.Krommenhoek, grid 1030)
LKL;stopSignal without indi:id;;stopSignal j315-k.1 (location B.Krommenhoek, grid 1030)
LKL;stopSignal without indi:id;;stopSignal l111-c.1 (location Bundel Kallo, grid 1007)
LKL;stopSignal without indi:id;;stopSignal l112-c.1 (location Bundel Kallo, grid 1007)
LKL;stopSignal without indi:id;;stopSignal l113-c.1 (location Bundel Kallo, grid 1007)
LKL;stopSignal without indi:id;;stopSignal l131-e.1 (location Bundel Zuid, grid 1011)
LKL;stopSignal without indi:id;;stopSignal l132-e.1 (location Bundel Zuid, grid 1011)
LKL;stopSignal without indi:id;;stopSignal l251-i.1 (location B.Kalishoek, grid 1021)
LKL;stopSignal without indi:id;;stopSignal l252-i.1 (location B.Kalishoek, grid 1021)
LKL;stopSignal without indi:id;;stopSignal l253-i.1 (location B.Kalishoek, grid 1021)
LKL;stopSignal without indi:id;;stopSignal l254-i.1 (location B.Kalishoek, grid 1021)
LKL;stopSignal without indi:id;;stopSignal l255-i.1 (location B.Kalishoek, grid 1021)
LKL;stopSignal without indi:id;;stopSignal l256-i.1 (location B.Kalishoek, grid 1021)
LKL;stopSignal without indi:id;;stopSignal l257-i.1 (location B.Kalishoek, grid 1021)
LKL;stopSignal without indi:id;;stopSignal l258-i.1 (location B.Kalishoek, grid 1021)
LKL;stopSignal without indi:id;;stopSignal l259-i.1 (location B.Kalishoek, grid 1021)
LKL;stopSignal without indi:id;;stopSignal l260-i.1 (location B.Kalishoek, grid 1021)
LKL;stopSignal without indi:id;;stopSignal n251-i.1 (location B.Kalishoek, grid 1028)
LKL;stopSignal without indi:id;;stopSignal n252-i.1 (location B.Kalishoek, grid 1028)
LKL;stopSignal without indi:id;;stopSignal n253-i.1 (location B.Kalishoek, grid 1028)
LKL;stopSignal without indi:id;;stopSignal n254-i.1 (location B.Kalishoek, grid 1028)
LKL;stopSignal without indi:id;;stopSignal n255-i.1 (location B.Kalishoek, grid 1028)
LKL;stopSignal without indi:id;;stopSignal n256-i.1 (location B.Kalishoek, grid 1028)
LKL;stopSignal without indi:id;;stopSignal n257-i.1 (location B.Kalishoek, grid 1028)
LKL;stopSignal without indi:id;;stopSignal n258-i.1 (location B.Kalishoek, grid 1028)
LKL;stopSignal without indi:id;;stopSignal n259-i.1 (location B.Kalishoek, grid 1028)
LKL;stopSignal without indi:id;;stopSignal n260-i.1 (location B.Kalishoek, grid 1028)
LKL;stopSignal without indi:id;;stopSignal o211-h.1 (location B.Liefkenshk, grid 1026)
LKL;stopSignal without indi:id;;stopSignal o212-h.1 (location B.Liefkenshk, grid 1026)
LKL;stopSignal without indi:id;;stopSignal o213-h.1 (location B.Liefkenshk, grid 1026)
LKL;stopSignal without indi:id;;stopSignal o233-h.1 (location B.Liefkenshk, grid 1026)
LKL;stopSignal without indi:id;;stopSignal p214-h.1 (location B.Liefkenshk, grid 1026)
LKL;stopSignal without indi:id;;stopSignal p215-h.1 (location B.Liefkenshk, grid 1026)
LKL;stopSignal without indi:id;;stopSignal p216-h.1 (location B.Liefkenshk, grid 1026)
LKL;stopSignal without indi:id;;stopSignal p217-h.1 (location B.Liefkenshk, grid 1026)
LKL;stopSignal without indi:id;;stopSignal p218-h.1 (location B.Liefkenshk, grid 1026)
LKL;stopSignal without indi:id;;stopSignal p219-h.1 (location B.Liefkenshk, grid 1026)
LKL;stopSignal without indi:id;;stopSignal p226-h.1 (location B.Liefkenshk, grid 1026)
LKL;stopSignal without indi:id;;stopSignal r153-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal r154-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal r155-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal r156-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal r157-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal r158-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal r159-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal r160-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal r161-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal r162-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal s131-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal s132-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal s133-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal s134-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal s135-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal s136-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal s137-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal s138-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal s139-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal s140-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal s141-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal s142-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal s143-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal s144-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal s145-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal s146-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal s147-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal s148-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal s149-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal s150-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal s151-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal s152-f.1 (location Bundel Zuid, grid 1014)
LKL;stopSignal without indi:id;;stopSignal s911-f.1 (location Bundel Zuid, grid 1014)
LKL;switch not linked to 3 trackEdges;;switch 04BN (location Y.A.E.T., grid 2115)
LKL;switch not linked to 3 trackEdges;;switch 05BC (location Bundel Kallo, grid 1006)
LKL;switch not linked to 3 trackEdges;;switch 05BN (location Y.Verrebroek, grid 2114)
LKL;switch not linked to 3 trackEdges;;switch 10M (location Y.Aven Ack, grid 1041)
LKL;switch not linked to 3 trackEdges;;switch 12BD (location Y.Koestraat, grid 1013)
LKL;switch not linked to 3 trackEdges;;switch 14BN (location Y.Spaans Frt, grid 2113)
LKL;switch not linked to 3 trackEdges;;switch 32AI (location Y.Geslecht-O, grid 2081)
LRB;catenaryCase without nodes;;26881
LRB;catenaryCase without nodes;;26889
LRB;incoherent stopSignal regimes;;trackEdge [switch 02I to switch 01AC]: found normal and wrong regimes for down stopSignal group
LRB;incoherent stopSignal regimes;;trackEdge [switch 53L to switch 36BU]: found normal and wrong regimes for down stopSignal group
LRB;location without nodes;;L289 Gantaufet Zg (GANT)
LRB;location without nodes;;Stockem-Raccordement - DSP P (MKMR|1)
LRB;locationPoint with incoherent epbName;;locationPoint Croix-Rouge - 1 (location Croix-Rouge, interGrid 16229 kant 2)
LRB;locationPoint with incoherent epbName;;locationPoint Roch-Lhoist - R.Lhoist (location Roch-Lhoist, interGrid 16211 kant 1)
LRB;locationPoint with incoherent epbName;;locationPoint Stock-R./1 - 4 (location Stock-R./1, interGrid 16230 kant 2)
LRB;locationPoint with incoherent epbName;;locationPoint Stockem-Racc - 4 (location Stockem-Racc, interGrid 16231 kant 1)
LRB;locationRouteEdge without locationPoint with timingLocation[meso];;location LMH (ptcarId 786): nb of locationRouteEdges without locationPoint with timingLocation[meso] 2/40 I-J.74 - L155-A L155-A - I-J.74
LRB;locationRouteEdge without locationPoint with timingLocation[micro];;location LJ (ptcarId 617): nb of locationRouteEdges without locationPoint with timingLocation[micro] 1/251 MD-D.74 - Roch-Jemelle - SAS 150 - L162
LRB;locationRouteEdge without locationPoint with timingLocation[micro];;location LJ-MAR (ptcarId 617): nb of locationRouteEdges without locationPoint with timingLocation[micro] 1/5 L162 - AW46AD
LRB;locationRouteEdge without locationPoint with timingLocation[micro];;location LMH (ptcarId 786): nb of locationRouteEdges without locationPoint with timingLocation[micro] 2/40 I-J.74 - L155-A L155-A - I-J.74
LRB;locationRouteEdge without locationPoint with timingLocation[micro];;location LRB|2 (ptcarId 723): nb of locationRouteEdges without locationPoint with timingLocation[micro] 1/5 L162 - sas228.fic
LRB;routing without routeEdge;;Marbehan 16229/5 rw H1-J.74 - I-J.74
LRB;speedSignal without node;;L162KP113A30R1S2
LRB;speedSignal without node;;L162KP113A417R2S1
LRB;speedSignal without node;;L162KP113A560R2S2
LRB;speedSignal without node;;L162KP113A815R1S1
LRB;speedSignal without node;;L162KP113A88R1S1
LRB;speedSignal without node;;L162KP119A292R1S2
LRB;speedSignal without node;;L162KP119A292R2S2
LRB;speedSignal without node;;L162KP119A334R1S1
LRB;speedSignal without node;;L162KP119A334R2S1
LRB;speedSignal without node;;L162KP151A128R1S2
LRB;speedSignal without node;;L162KP151A875R1S1
LRB;speedSignal without node;;L162KP151A980R2S2
LRB;speedSignal without node;;L162KP152A383R2S1
LRB;speedSignal without node;;L162KP152A383R2S2
LRB;speedSignal without node;;L162KP176A593R1S2
LRB;speedSignal without node;;L162KP177A150R2S2
LRB;stopSignal with incoherent ptcar reference;;stopSignal B1346 is present in micro:location Poix-St-Hub. (ptcarId 968) but linked to ptrefColumn Mirwa16221/2 (ptcarId 833)
LRB;stopSignal with incoherent ptcar reference;;stopSignal D-K.74 is present in micro:location Stockem-Nord (ptcarId 290) but linked to ptrefColumn BL94 16230/4 (ptcarId 1108)
LRB;stopSignal with incoherent ptcar reference;;stopSignal S-K.74 is present in micro:location Stockem-Sud (ptcarId 303) but linked to ptrefColumn BL95 16231/3 (ptcarId 1108)
LRB;stopSignal with incoherent ptcar reference;;stopSignal S-L.74 is present in micro:location Y.Autelbas (ptcarId 81) but linked to ptrefColumn Sterp16237/2 (ptcarId 1106)
LRB;stopSignal with incoherent ptcar reference;;stopSignal SX-L.74 is present in micro:location Y.Autelbas (ptcarId 81) but linked to ptrefColumn Sterp16237/2 (ptcarId 1106)
LRB;stopSignal with incoherent ptcar reference;;stopSignal V-L.74 is present in micro:location Y.Autelbas (ptcarId 81) but linked to ptrefColumn Sterp16237/1 (ptcarId 1106)
LRB;stopSignal with incoherent ptcar reference;;stopSignal VX-L.74 is present in micro:location Y.Autelbas (ptcarId 81) but linked to ptrefColumn Sterp16237/1 (ptcarId 1106)
LRB;stopSignal with incoherent ptcar reference;;stopSignal b1346.fic is present in micro:location Poix-St-Hub. (ptcarId 968) but linked to ptrefColumn Mirwa16221/1 (ptcarId 833)
LRB;stopSignal without indi:id;;stopSignal I-J.74 (location Marbehan, grid 16229)
LRB;subLocation without locationPoint;;L289 Gantaufet Zg
LRB;subLocation without locationPoint;;Marloie - Quai au Bois
LRB;subLocation without locationPoint;;Stockem-Raccordement - Bundel B
LRB;subLocation without locationPoint;;Stockem-Raccordement - DSP P
LRB;switch not linked to 3 trackEdges;;switch 02BF (location Hatrival, grid 16217)
LRB;switch not linked to 3 trackEdges;;switch 02BK (location Stockem-Nord, grid 16230)
LRB;switch not linked to 3 trackEdges;;switch 03AH (location Neufchâteau, grid 16222)
LRB;switch not linked to 3 trackEdges;;switch 04BC (location Marloie, grid 16250)
LRB;switch not linked to 3 trackEdges;;switch 05AF (location Hatrival, grid 16218)
LRB;switch not linked to 3 trackEdges;;switch 05BL (location Arlon, grid 16232)
LRB;switch not linked to 3 trackEdges;;switch 07J (location Marbehan, grid 16229)
LRB;switch not linked to 3 trackEdges;;switch 08J (location Marbehan, grid 16229)
LRB;switch not linked to 3 trackEdges;;switch 09D (location Roch-Jemelle, grid 16211)
LRB;switch not linked to 3 trackEdges;;switch 16D (location Roch-Jemelle, grid 16211)
LRB;switch not linked to 3 trackEdges;;switch 19L (location Arlon - CLI, grid 16233)
LRB;switch not linked to 3 trackEdges;;switch 20L (location Arlon - CLI, grid 16233)
LRB;switch not linked to 3 trackEdges;;switch 23AC (location Marloie, grid 16210)
LRB;switch not linked to 3 trackEdges;;switch 26L (location Arlon - CLI, grid 16233)
LRB;switch not linked to 3 trackEdges;;switch 27AK (location Stockem-Sud, grid 16231)
LRB;switch not linked to 3 trackEdges;;switch 28G (location Libramont, grid 16213)
LRB;switch not linked to 3 trackEdges;;switch 36AL (location Arlon, grid 16233)
LRB;switch not linked to 3 trackEdges;;switch 45BL (location Arlon-Ped_At, grid 16233)
LRB;switch not linked to 3 trackEdges;;switch 46BD (location Roch-Maritim, grid 16212)
LRB;switch not linked to 3 trackEdges;;switch 46L (location Arlon-PED, grid 16233)
LT;blockSignal without node;;L-161-B315
LT;blockSignal without node;;L-161-BX309
LT;catenaryCase without nodes;;26106
LT;catenaryCase without nodes;;26107
LT;catenaryCase without nodes;;26108
LT;catenaryCase without nodes;;26373
LT;catenaryCase without nodes;;26376
LT;crossing not linked to 4 trackEdges;;crossing 36XD (location Ottignies, grid 6112)
LT;incoherent stopSignal regimes;;trackEdge [switch 16F to switch 19Q]: found normal and wrong regimes for down stopSignal group
LT;locationRouteEdge without locationPoint with timingLocation[meso];;location GLM (ptcarId 739): nb of locationRouteEdges without locationPoint with timingLocation[meso] 2/6 L139-A - PN42-A L139-B - PK070-R.29
LT;locationRouteEdge without locationPoint with timingLocation[meso];;location LGB (ptcarId 438): nb of locationRouteEdges without locationPoint with timingLocation[meso] 1/139 Gembloux|2 - 982 - L-F.29
LT;locationRouteEdge without locationPoint with timingLocation[micro];;location GLM (ptcarId 739): nb of locationRouteEdges without locationPoint with timingLocation[micro] 2/6 L139-A - PN42-A L139-B - PK070-R.29
LT;locationRouteEdge without locationPoint with timingLocation[micro];;location LGB (ptcarId 438): nb of locationRouteEdges without locationPoint with timingLocation[micro] 1/139 982 - L-F.29
LT;speedSignal without node;;L139KP23A255R1S1
LT;speedSignal without node;;L139KP23A610R2S1
LT;speedSignal without node;;L139KP23A635R2S2
LT;speedSignal without node;;L140KP29A200R2S2
LT;speedSignal without node;;L161KP34A400R1S1
LT;speedSignal without node;;L161KP34A867R2S1
LT;speedSignal without node;;L161KP34A907R2S2
LT;speedSignal without node;;L161KP35A80R2S1
LT;speedSignal without node;;L161KP43A780R1S2
LT;speedSignal without node;;L161KP44A720R2S1
LT;speedSignal without node;;L161KP44A720R2S2
LT;speedSignal without node;;L161KP44A90R1S1
LT;speedSignal without node;;L161KP4A160R1S2
LT;stopSignal with incoherent ptcar reference;;stopSignal A277 is present in micro:location Ottignies (ptcarId 936) but linked to ptrefColumn Profo-6145/1 (ptcarId 975)
LT;stopSignal with incoherent ptcar reference;;stopSignal J-R.29 is present in micro:location Limal (ptcarId 739) but linked to ptrefColumn Y.LTR39101/5 (ptcarId 1740)
LT;stopSignal with incoherent ptcar reference;;stopSignal JX-R.29 is present in micro:location Limal (ptcarId 739) but linked to ptrefColumn Y.LTR39101/5 (ptcarId 1740)
LT;stopSignal with incoherent ptcar reference;;stopSignal MZ-R.29 is present in micro:location Y.Ottign-Rel (ptcarId 1740) but linked to ptrefColumn Y.LTR13905/3 (ptcarId 937)
LT;stopSignal with incoherent ptcar reference;;stopSignal NY-D.29 is present in micro:location Ottignies (ptcarId 936) but linked to ptrefColumn LT - 6112/3 (ptcarId 937)
LT;stopSignal with incoherent ptcar reference;;stopSignal PK070-R.29 is present in micro:location Limal (ptcarId 739) but linked to ptrefColumn Y.LTR39102/4 (ptcarId 1740)
LT;stopSignal with incoherent ptcar reference;;stopSignal PN42-A is present in micro:location Limal (ptcarId 739) but linked to ptrefColumn Y.LTR39102/4 (ptcarId 1740)
LT;stopSignal with incoherent ptcar reference;;stopSignal a277.fic is present in micro:location Ottignies (ptcarId 936) but linked to ptrefColumn Profo-6145/2 (ptcarId 975)
LT;stopSignal without indi:id;;stopSignal BX326 (location Y.Louv-la-N, grid 6114)
LT;switch not linked to 3 trackEdges;;switch 03C (location Bakenbos, grid 6109)
LT;switch not linked to 3 trackEdges;;switch 08AF (location Gembloux, grid 6119)
LT;switch not linked to 3 trackEdges;;switch 12AD (location Ottignies, grid 6112)
LT;switch not linked to 3 trackEdges;;switch 18D (location Ottignies, grid 6112)
LT;switch not linked to 3 trackEdges;;switch 37D (location Ottignies, grid 6112)
LT;switch not linked to 3 trackEdges;;switch 47D (location PED 133-137, grid 6112)
LT;switch not linked to 3 trackEdges;;switch 52D (location Ottignies, grid 6113)
LT;switch not linked to 3 trackEdges;;switch 54R (location Ottignies, grid 6112)
LT;switch not linked to 3 trackEdges;;switch 55R (location Ottignies, grid 6112)
LT;switch not linked to 3 trackEdges;;switch 58BD (location Ottignies, grid 6113)
LT;switch not linked to 3 trackEdges;;switch 59AD (location Ottignies, grid 6113)
LT;switch not linked to 3 trackEdges;;switch 67D (location Ottignies, grid 6112)
LT;switch not linked to 3 trackEdges;;switch 68D (location Ottignies, grid 6112)
LT;switch not linked to 3 trackEdges;;switch 71BD (location Y.Louv-la-N, grid 6114)
LVR;location without nodes;;Feluy-Cul de Sac (LFLCS)
LVR;locationPoint with incoherent epbName;;locationPoint Bascoup Gr A - 3 (location Bascoup Gr A, interGrid 11301 kant 1)
LVR;locationRouteEdge without locationPoint with timingLocation[meso];;location YFFM (ptcarId 1531): nb of locationRouteEdges without locationPoint with timingLocation[meso] 2/10 L117-A - IX-I.11 - J-I.11 - Y.Famil/2 - 425 - aw03i.fic L117-B - I-I.11 - JX-I.11 - Y.Famil/2 - 424 - aw09i.fic
LVR;locationRouteEdge without locationPoint with timingLocation[micro];;location YFFM (ptcarId 1531): nb of locationRouteEdges without locationPoint with timingLocation[micro] 2/10 L117-A - aw03i.fic L117-B - aw09i.fic
LVR;speedSignal without node;;L112KP20A360R2S1
LVR;speedSignal without node;;L112KP20A360R2S2
LVR;speedSignal without node;;L113KP6A750R1S1
LVR;speedSignal without node;;L116KP0A674R2S2
LVR;speedSignal without node;;L116KP5A661R2S1
LVR;speedSignal without node;;L116KP5A661R2S2
LVR;speedSignal without node;NEW;L117KP35A131R1S2
LVR;speedSignal without node;NEW;L117KP35A541R2S2
LVR;speedSignal without node;;L117KP42A850R2S1
LVR;speedSignal without node;;L117KP42A888R2S2
LVR;speedSignal without node;;L117KP42A953R1S1
LVR;speedSignal without node;;L117KP42A953R1S2
LVR;speedSignal without node;;L117KP43A280R1S1
LVR;speedSignal without node;;L117KP43A280R1S2
LVR;speedSignal without node;;L117KP43A867R2S1
LVR;speedSignal without node;;L117KP44A100R2S2
LVR;stopSignal with incoherent ptcar reference;;stopSignal J-I.11 is present in micro:location Y.Famil/2 (ptcarId 1531) but linked to ptrefColumn Y.Fam11705/7 (ptcarId 784)
LVR;stopSignal with incoherent ptcar reference;;stopSignal JX-I.11 is present in micro:location Y.Famil/2 (ptcarId 1531) but linked to ptrefColumn Y.Fam11705/7 (ptcarId 784)
LVR;stopSignal without indi:id;;stopSignal A278 (location Thieu, interGrid 11802 - SER 17)
LVR;stopSignal without indi:id;;stopSignal A296 (location Havré, interGrid 11802 - SER 17)
LVR;stopSignal without indi:id;;stopSignal A311 (location Havré, interGrid 11802 - SER 17)
LVR;stopSignal without indi:id;;stopSignal AX283 (location Havré, interGrid 11802 - SER 17)
LVR;stopSignal without indi:id;;stopSignal AX301 (location Havré, interGrid 11802 - SER 17)
LVR;stopSignal without indi:id;;stopSignal AX337 (location Écaussinne/1, interGrid 11701 - SER 17)
LVR;stopSignal without indi:id;;stopSignal B283 (location Havré, interGrid 11802 - SER 17)
LVR;stopSignal without indi:id;;stopSignal B301 (location Havré, interGrid 11802 - SER 17)
LVR;stopSignal without indi:id;;stopSignal BX278 (location Thieu, interGrid 11802 - SER 17)
LVR;stopSignal without indi:id;;stopSignal BX296 (location Havré, interGrid 11802 - SER 17)
LVR;stopSignal without indi:id;;stopSignal BX311 (location Havré, interGrid 11802 - SER 17)
LVR;subLocation without locationPoint;;Feluy-Cul de Sac
LVR;switch not linked to 3 trackEdges;;switch 03BC (location Écaussinnes, grid 11701)
LVR;switch not linked to 3 trackEdges;;switch 06BF (location Y.St-Vaast, grid 11208)
LVR;switch not linked to 3 trackEdges;;switch 08AC (location Écaussinnes, grid 11702)
LVR;switch not linked to 3 trackEdges;;switch 12BC (location Y.Feluy, grid 11703)
LVR;switch not linked to 3 trackEdges;;switch 14AM (location Piéton, grid 11209)
LVR;switch not linked to 3 trackEdges;;switch 17C (location Feluy-Zoning, grid 26901)
LVR;switch not linked to 3 trackEdges;;switch 20AL (location La Louv-Sud, grid 11206)
LVR;switch not linked to 3 trackEdges;;switch 43AJ (location LaLouv-GI/2, grid 11604)
LVR;switch not linked to 3 trackEdges;;switch 48J (location La Louv-G.I., grid 11602)
LVR;switch not linked to 3 trackEdges;;switch 50M (location Bascoup, grid 11301)
LVR;switch not linked to 3 trackEdges;;switch 57J (location La Louv-G.I., grid 11602)
LVR;switch not linked to 3 trackEdges;;switch 58J (location LaLouv-GI/2, grid 11604)
LZR;locationPoint with incoherent epbName;;locationPoint Aansl. CSP - CSP (location Aansl. CSP, interGrid 5118 kant 2)
LZR;locationPoint with incoherent epbName;;locationPoint Bund P&amp;ONSF - 5 (P&amp;O) (location Bund P&amp;ONSF, interGrid 5118 kant 2)
LZR;locationPoint with incoherent epbName;;locationPoint Zeebr-Dart-L - DART 1 (location Zeebr-Dart-L, interGrid 5119 kant 2)
LZR;locationPoint with incoherent epbName;;locationPoint Zeebrug.-NID - CTO 11 (location Zeebrug.-NID, interGrid 5117 kant 2)
LZR;locationPoint with incoherent epbName;;locationPoint Zeebrug.-NID - achterkaai 4 (location Zeebrug.-NID, interGrid 5117 kant 2)
LZR;locationPoint with incoherent epbName;;locationPoint Zeebrug.-NID - kaaispoor 2 (location Zeebrug.-NID, interGrid 5117 kant 2)
LZR;locationPoint with incoherent epbName;;locationPoint Zweedse Kaai - ZW KAAI DSP1 (location Zweedse Kaai, interGrid 5117 kant 2)
LZR;stopSignal with incoherent ptcar reference;;stopSignal C-G.4 is present in micro:location Zeebr.-Vorm. (ptcarId 1263) but linked to ptrefColumn Zeeb.V5115/3 (ptcarId 2025)
LZR;stopSignal with incoherent ptcar reference;;stopSignal C-L.4 is present in micro:location Zeebrug.-VHW (ptcarId 1722) but linked to ptrefColumn ZeebVH5118/9 (ptcarId 1723)
LZR;stopSignal with incoherent ptcar reference;;stopSignal D-L.4 is present in micro:location Zeebrug.-VHW (ptcarId 1722) but linked to ptrefColumn ZeebVH5118/9 (ptcarId 1723)
LZR;stopSignal with incoherent ptcar reference;;stopSignal E-H.4 is present in micro:location Zeebrugge-H (ptcarId 2026) but linked to ptrefColumn Zeeb.V5120/5 (ptcarId 1263)
LZR;stopSignal with incoherent ptcar reference;;stopSignal EX-H.4 is present in micro:location Zeebrugge-H (ptcarId 2026) but linked to ptrefColumn Zeeb.V5120/5 (ptcarId 1263)
LZR;stopSignal with incoherent ptcar reference;;stopSignal F-K.4 is present in micro:location Zeebrug.-VHW (ptcarId 1722) but linked to ptrefColumn ZeebVH5119/4 (ptcarId 1906)
LZR;stopSignal with incoherent ptcar reference;;stopSignal F-L.4 is present in micro:location Zeebr-Strand (ptcarId 1723) but linked to ptrefColumn ZeeVH51181/7 (ptcarId 1263)
LZR;stopSignal with incoherent ptcar reference;;stopSignal H-G.4 is present in micro:location Zeebrugge-G (ptcarId 2025) but linked to ptrefColumn Zeeb.V5115/7 (ptcarId 1263)
LZR;stopSignal with incoherent ptcar reference;;stopSignal H502-L.4 is present in micro:location Zeebr-Strand (ptcarId 1723) but linked to ptrefColumn ZeeVH51181/8 (ptcarId 1722)
LZR;stopSignal with incoherent ptcar reference;;stopSignal J-G.4 is present in micro:location Zeebrugge-G (ptcarId 2025) but linked to ptrefColumn Zeeb.V5115/2 (ptcarId 1263)
LZR;stopSignal with incoherent ptcar reference;;stopSignal J-L.4 is present in micro:location Zeebr-Strand (ptcarId 1723) but linked to ptrefColumn ZeeVH51181/8 (ptcarId 1722)
LZR;stopSignal with incoherent ptcar reference;;stopSignal N-F.4 is present in micro:location B.Zwankendam (ptcarId 2043) but linked to ptrefColumn B.Zwan5110/3 (ptcarId 1980)
LZR;stopSignal with incoherent ptcar reference;;stopSignal N403-G.4 is present in micro:location Zeebrugge-G (ptcarId 2025) but linked to ptrefColumn Zeeb.V5115/2 (ptcarId 1263)
LZR;stopSignal with incoherent ptcar reference;;stopSignal N404-G.4 is present in micro:location Zeebrugge-G (ptcarId 2025) but linked to ptrefColumn Zeeb.V5115/2 (ptcarId 1263)
LZR;stopSignal with incoherent ptcar reference;;stopSignal O-G.4 is present in micro:location Zeebrugge-G (ptcarId 2025) but linked to ptrefColumn Zeeb.V5115/2 (ptcarId 1263)
LZR;stopSignal with incoherent ptcar reference;;stopSignal OX-G.4 is present in micro:location Zeebrugge-G (ptcarId 2025) but linked to ptrefColumn Zeeb.V5115/2 (ptcarId 1263)
