serZone;type;tag;description
FBMZ;stopSignal without indi:id;FIXED;stopSignal CX5-F.1 (location Bruss-Zuid, grid 1)
FBMZ;stopSignal without indi:id;FIXED;stopSignal CY-O.1 (location Anderlecht-W, grid 5021)
FBMZ;stopSignal without indi:id;FIXED;stopSignal CZ-O.1 (location Anderlecht-W, grid 5021)
FBMZ;stopSignal without indi:id;FIXED;stopSignal D-H.1 (location Halle, grid 9457)
FBMZ;stopSignal without indi:id;FIXED;stopSignal D-I.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal D-K.1 (location Y.Kuregem, grid 2801)
FBMZ;stopSignal without indi:id;FIXED;stopSignal D-R.1 (location Y.Ruisbroek, grid 9669)
FBMZ;stopSignal without indi:id;FIXED;stopSignal DX-E.1 (location Y.Nd Halle, grid 9662)
FBMZ;stopSignal without indi:id;FIXED;stopSignal DX-I.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal DX-J.1 (location L96-Bypass, grid 9620)
FBMZ;stopSignal without indi:id;FIXED;stopSignal DX-K.1 (location Y.Kuregem, grid 2801)
FBMZ;stopSignal without indi:id;FIXED;stopSignal DY-O.1 (location Anderlecht-W, grid 5021)
FBMZ;stopSignal without indi:id;FIXED;stopSignal DZ-O.1 (location Anderlecht-W, grid 5021)
FBMZ;stopSignal without indi:id;FIXED;stopSignal E-I.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal E-K.1 (location Y.Kuregem, grid 2801)
FBMZ;stopSignal without indi:id;FIXED;stopSignal E-L.1 (location Y.Linkebeek, grid 12403)
FBMZ;stopSignal without indi:id;FIXED;stopSignal E2-F.1 (location Bruss-Zd-NZV, grid 3)
FBMZ;stopSignal without indi:id;FIXED;stopSignal E4-F.1 (location Bruss-Zd-NZV, grid 3)
FBMZ;stopSignal without indi:id;FIXED;stopSignal E6-F.1 (location Bruss-Zd-NZV, grid 3)
FBMZ;stopSignal without indi:id;FIXED;stopSignal EX-E.1 (location Y.Nd Halle, grid 9662)
FBMZ;stopSignal without indi:id;FIXED;stopSignal EX-H.1 (location Halle, grid 9457)
FBMZ;stopSignal without indi:id;FIXED;stopSignal EX-I.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal EX-N.1 (location Halle, grid 9460)
FBMZ;stopSignal without indi:id;FIXED;stopSignal EX-R.1 (location Y.Ruisbroek, grid 9669)
FBMZ;stopSignal without indi:id;FIXED;stopSignal EX1-F.1 (location Bruss-Zd-NZV, grid 3)
FBMZ;stopSignal without indi:id;FIXED;stopSignal EX3-F.1 (location Bruss-Zd-NZV, grid 3)
FBMZ;stopSignal without indi:id;FIXED;stopSignal EX5-F.1 (location Bruss-Zd-NZV, grid 3)
FBMZ;stopSignal without indi:id;FIXED;stopSignal EY-O.1 (location Anderlecht-O, grid 5021)
FBMZ;stopSignal without indi:id;FIXED;stopSignal EZ-L.1 (location Y.Linkebeek, grid 12403)
FBMZ;stopSignal without indi:id;FIXED;stopSignal EZ-O.1 (location Anderlecht-O, grid 5021)
FBMZ;stopSignal without indi:id;FIXED;stopSignal F-E.1 (location Y.Nd Halle, grid 9662)
FBMZ;stopSignal without indi:id;FIXED;stopSignal F-H.1 (location Halle, grid 9457)
FBMZ;stopSignal without indi:id;FIXED;stopSignal F-I.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal F-K.1 (location Y.Kuregem, grid 2801)
FBMZ;stopSignal without indi:id;FIXED;stopSignal F-L.1 (location Y.Linkebeek, grid 12403)
FBMZ;stopSignal without indi:id;FIXED;stopSignal F-N.1 (location Halle, grid 9460)
FBMZ;stopSignal without indi:id;FIXED;stopSignal F-O.1 (location Anderlecht-O, grid 5021)
FBMZ;stopSignal without indi:id;FIXED;stopSignal F1-F.1 (location Bruss-Zd-NZV, grid 3)
FBMZ;stopSignal without indi:id;FIXED;stopSignal F3-F.1 (location Bruss-Zd-NZV, grid 3)
FBMZ;stopSignal without indi:id;FIXED;stopSignal F5-F.1 (location Bruss-Zd-NZV, grid 3)
FBMZ;stopSignal without indi:id;FIXED;stopSignal FX-I.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal FX-K.1 (location Y.Kuregem, grid 2801)
FBMZ;stopSignal without indi:id;FIXED;stopSignal FX-L.1 (location Y.Linkebeek, grid 12403)
FBMZ;stopSignal without indi:id;FIXED;stopSignal FX-O.1 (location Anderlecht-O, grid 5021)
FBMZ;stopSignal without indi:id;FIXED;stopSignal FX-R.1 (location Y.Ruisbroek, grid 9669)
FBMZ;stopSignal without indi:id;FIXED;stopSignal FX2-F.1 (location Bruss-Zd-NZV, grid 3)
FBMZ;stopSignal without indi:id;FIXED;stopSignal FX4-F.1 (location Bruss-Zd-NZV, grid 3)
FBMZ;stopSignal without indi:id;FIXED;stopSignal FX6-F.1 (location Bruss-Zd-NZV, grid 3)
FBMZ;stopSignal without indi:id;FIXED;stopSignal FY-O.1 (location Anderlecht-O, grid 5021)
FBMZ;stopSignal without indi:id;FIXED;stopSignal FZ-O.1 (location Anderlecht-O, grid 5021)
FBMZ;stopSignal without indi:id;FIXED;stopSignal G-K.1 (location Y.Kuregem, grid 2801)
FBMZ;stopSignal without indi:id;FIXED;stopSignal G-M.1 (location Y.Link-Halle, grid 2609)
FBMZ;stopSignal without indi:id;FIXED;stopSignal G10-F.1 (location Bruss-Zuid, grid 1)
FBMZ;stopSignal without indi:id;FIXED;stopSignal G11-F.1 (location Bruss-Zuid, grid 1)
FBMZ;stopSignal without indi:id;FIXED;stopSignal G12-F.1 (location Bruss-Zuid, grid 1)
FBMZ;stopSignal without indi:id;FIXED;stopSignal G13-F.1 (location Bruss-Zuid, grid 1)
FBMZ;stopSignal without indi:id;FIXED;stopSignal G14-F.1 (location Bruss-Zuid, grid 1)
FBMZ;stopSignal without indi:id;FIXED;stopSignal G15-F.1 (location Bruss-Zuid, grid 1)
FBMZ;stopSignal without indi:id;FIXED;stopSignal G16-F.1 (location Bruss-Zuid, grid 1)
FBMZ;stopSignal without indi:id;FIXED;stopSignal G17-F.1 (location Bruss-Zuid, grid 1)
FBMZ;stopSignal without indi:id;FIXED;stopSignal G18-F.1 (location Bruss-Zuid, grid 1)
FBMZ;stopSignal without indi:id;FIXED;stopSignal G19-F.1 (location Bruss-Zuid, grid 1)
FBMZ;stopSignal without indi:id;FIXED;stopSignal G20-F.1 (location Bruss-Zuid, grid 1)
FBMZ;stopSignal without indi:id;FIXED;stopSignal G21-F.1 (location Bruss-Zuid, grid 1)
FBMZ;stopSignal without indi:id;FIXED;stopSignal G3-F.1 (location Bruss-Zuid, grid 1)
FBMZ;stopSignal without indi:id;FIXED;stopSignal G4-F.1 (location Bruss-Zuid, grid 1)
FBMZ;stopSignal without indi:id;FIXED;stopSignal G5-F.1 (location Bruss-Zuid, grid 1)
FBMZ;stopSignal without indi:id;FIXED;stopSignal G6-F.1 (location Bruss-Zuid, grid 1)
FBMZ;stopSignal without indi:id;FIXED;stopSignal G7-F.1 (location Bruss-Zuid, grid 1)
FBMZ;stopSignal without indi:id;FIXED;stopSignal G8-F.1 (location Bruss-Zuid, grid 1)
FBMZ;stopSignal without indi:id;FIXED;stopSignal G9-F.1 (location Bruss-Zuid, grid 1)
FBMZ;stopSignal without indi:id;FIXED;stopSignal GX-E.1 (location Y.Nd Halle, grid 9662)
FBMZ;stopSignal without indi:id;FIXED;stopSignal GX-H.1 (location Halle, grid 9457)
FBMZ;stopSignal without indi:id;FIXED;stopSignal GX-L.1 (location Br-Vl L124, grid 12403)
FBMZ;stopSignal without indi:id;FIXED;stopSignal GX-M.1 (location Y.Link-Halle, grid 2609)
FBMZ;stopSignal without indi:id;FIXED;stopSignal GX-N.1 (location Halle, grid 9460)
FBMZ;stopSignal without indi:id;FIXED;stopSignal GX-T.1 (location Lembeek, grid 9633)
FBMZ;stopSignal without indi:id;FIXED;stopSignal GY-L.1 (location Br-Vl L124, grid 12403)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H-E.1 (location Y.Nd Halle, grid 9662)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H-H.1 (location Halle, grid 9457)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H-K.1 (location Y.Kuregem, grid 2801)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H-L.1 (location Holleken, grid 12404)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H-M.1 (location Y.Link-Halle, grid 2609)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H-N.1 (location Halle, grid 9460)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H-T.1 (location Lembeek, grid 9633)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H-W.1 (location RuisbrBundel, grid 9669)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H1-I.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H10-I.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H11-I.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H12-I.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H13-I.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H14-J.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H15-J.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H16-J.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H17-J.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H18-J.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H19-J.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H2-I.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H20-J.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H21-J.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H3-I.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H4-I.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H5-I.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H6-I.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H7-I.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H8-I.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H9-I.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H982-V.1 (location RuisbrBundel, grid 9669)
FBMZ;stopSignal without indi:id;FIXED;stopSignal H984-V.1 (location RuisbrBundel, grid 9669)
FBMZ;stopSignal without indi:id;FIXED;stopSignal HD-K.1 (location Brussel-KE, grid 9675)
FBMZ;stopSignal without indi:id;FIXED;stopSignal HX-M.1 (location Y.Link-Halle, grid 2609)
FBMZ;stopSignal without indi:id;FIXED;stopSignal HZ-L.1 (location Holleken, grid 12404)
FBMZ;stopSignal without indi:id;FIXED;stopSignal I-I.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal I-K.1 (location Brus KEF B.F, grid 2801)
FBMZ;stopSignal without indi:id;FIXED;stopSignal ID-K.1 (location Brussel-KE, grid 9675)
FBMZ;stopSignal without indi:id;FIXED;stopSignal IDX-K.1 (location Brussel-KE, grid 9675)
FBMZ;stopSignal without indi:id;FIXED;stopSignal IX-I.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal IX-L.1 (location Holleken, grid 12404)
FBMZ;stopSignal without indi:id;FIXED;stopSignal IY-L.1 (location Holleken, grid 12404)
FBMZ;stopSignal without indi:id;FIXED;stopSignal J-J.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal J-K.1 (location Brussel-KE, grid 9675)
FBMZ;stopSignal without indi:id;FIXED;stopSignal J-S.1 (location Holleken, grid 12405)
FBMZ;stopSignal without indi:id;FIXED;stopSignal JX-E.1 (location Y.Nd Halle, grid 9662)
FBMZ;stopSignal without indi:id;FIXED;stopSignal JX-H.1 (location Halle-Ring, grid 9653)
FBMZ;stopSignal without indi:id;FIXED;stopSignal JX-I.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal JX-K.1 (location Brussel-KE, grid 9675)
FBMZ;stopSignal without indi:id;FIXED;stopSignal JZ-S.1 (location Holleken, grid 12405)
FBMZ;stopSignal without indi:id;FIXED;stopSignal K-D.1 (location Lot, grid 9667)
FBMZ;stopSignal without indi:id;FIXED;stopSignal K-E.1 (location Y.Nd Halle, grid 9662)
FBMZ;stopSignal without indi:id;FIXED;stopSignal K-H.1 (location Halle-Ring, grid 9653)
FBMZ;stopSignal without indi:id;FIXED;stopSignal K-J.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal K-K.1 (location Brussel-KE, grid 9675)
FBMZ;stopSignal without indi:id;FIXED;stopSignal K-R.1 (location Ruisbr-B-In, grid 9669)
FBMZ;stopSignal without indi:id;FIXED;stopSignal KX-K.1 (location Brussel-KE, grid 9675)
FBMZ;stopSignal without indi:id;FIXED;stopSignal KX-S.1 (location Holleken, grid 12405)
FBMZ;stopSignal without indi:id;FIXED;stopSignal KY-S.1 (location Holleken, grid 12405)
FBMZ;stopSignal without indi:id;FIXED;stopSignal L-J.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal L-K.1 (location Brussel-KE, grid 9675)
FBMZ;stopSignal without indi:id;FIXED;stopSignal L-R.1 (location Br-Vl L96, grid 9669)
FBMZ;stopSignal without indi:id;FIXED;stopSignal L-T.1 (location Vl-Wa L106, grid 9633)
FBMZ;stopSignal without indi:id;FIXED;stopSignal LX-D.1 (location Lot, grid 9667)
FBMZ;stopSignal without indi:id;FIXED;stopSignal LX-E.1 (location Y.Nd Halle, grid 9662)
FBMZ;stopSignal without indi:id;FIXED;stopSignal LX-H.1 (location Halle-Ring, grid 9653)
FBMZ;stopSignal without indi:id;FIXED;stopSignal LX-J.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal M-E.1 (location Y.Nd Halle, grid 9662)
FBMZ;stopSignal without indi:id;FIXED;stopSignal M-H.1 (location Halle-Ring, grid 9653)
FBMZ;stopSignal without indi:id;FIXED;stopSignal M-J.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal M-K.1 (location Brus KEF B.F, grid 9634)
FBMZ;stopSignal without indi:id;FIXED;stopSignal M-M.1 (location Y.Vorst-Oost, grid 12401)
FBMZ;stopSignal without indi:id;FIXED;stopSignal MX-M.1 (location Y.Vorst-Oost, grid 12401)
FBMZ;stopSignal without indi:id;FIXED;stopSignal N-J.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal N-K.1 (location Brus KEF B.F, grid 9634)
FBMZ;stopSignal without indi:id;FIXED;stopSignal N-M.1 (location Y.Vorst-Oost, grid 12401)
FBMZ;stopSignal without indi:id;FIXED;stopSignal N-R.1 (location Br-Vl L96N, grid 9669)
FBMZ;stopSignal without indi:id;FIXED;stopSignal N-V.1 (location RuisbrBundel, grid 9669)
FBMZ;stopSignal without indi:id;FIXED;stopSignal N982-V.1 (location Ruis Bund. D, grid 9682)
FBMZ;stopSignal without indi:id;FIXED;stopSignal N983-V.1 (location Ruis Bund. D, grid 9682)
FBMZ;stopSignal without indi:id;FIXED;stopSignal NX-D.1 (location Lot, grid 9667)
FBMZ;stopSignal without indi:id;FIXED;stopSignal NX-E.1 (location Y.Nd Halle, grid 9662)
FBMZ;stopSignal without indi:id;FIXED;stopSignal NX-H.1 (location Halle, grid 9457)
FBMZ;stopSignal without indi:id;FIXED;stopSignal NX-J.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal NX-M.1 (location Y.Vorst-Oost, grid 12401)
FBMZ;stopSignal without indi:id;FIXED;stopSignal NX-N.1 (location Halle, grid 9460)
FBMZ;stopSignal without indi:id;FIXED;stopSignal NX-R.1 (location Br-Vl L96N, grid 9669)
FBMZ;stopSignal without indi:id;FIXED;stopSignal NX-T.1 (location Lembeek, grid 9633)
FBMZ;stopSignal without indi:id;FIXED;stopSignal NZ-M.1 (location Y.Vorst-Oost, grid 12401)
FBMZ;stopSignal without indi:id;FIXED;stopSignal O-D.1 (location Lot, grid 9667)
FBMZ;stopSignal without indi:id;FIXED;stopSignal O-E.1 (location Y.Nd Halle, grid 9662)
FBMZ;stopSignal without indi:id;FIXED;stopSignal O-H.1 (location Halle, grid 9457)
FBMZ;stopSignal without indi:id;FIXED;stopSignal O-K.1 (location Brus KEF B.F, grid 9634)
FBMZ;stopSignal without indi:id;FIXED;stopSignal O-N.1 (location Halle, grid 9460)
FBMZ;stopSignal without indi:id;FIXED;stopSignal O-T.1 (location Lembeek, grid 9633)
FBMZ;stopSignal without indi:id;FIXED;stopSignal OC-J.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal OX-R.1 (location Br-Vl L96, grid 9669)
FBMZ;stopSignal without indi:id;FIXED;stopSignal P-D.1 (location Lot, grid 9667)
FBMZ;stopSignal without indi:id;FIXED;stopSignal P-J.1 (location L96-Bypass, grid 9620)
FBMZ;stopSignal without indi:id;FIXED;stopSignal P-K.1 (location Brus KEF B.F, grid 9634)
FBMZ;stopSignal without indi:id;FIXED;stopSignal P-R.1 (location Vorst-Zuid, grid 9669)
FBMZ;stopSignal without indi:id;FIXED;stopSignal PC-J.1 (location L96-Bypass, grid 9620)
FBMZ;stopSignal without indi:id;FIXED;stopSignal PX-E.1 (location Y.Nd Halle, grid 9662)
FBMZ;stopSignal without indi:id;FIXED;stopSignal PX-H.1 (location Halle, grid 9457)
FBMZ;stopSignal without indi:id;FIXED;stopSignal PX-N.1 (location Halle, grid 9460)
FBMZ;stopSignal without indi:id;FIXED;stopSignal Q-E.1 (location Y.Nd Halle, grid 9662)
FBMZ;stopSignal without indi:id;FIXED;stopSignal Q-H.1 (location Halle, grid 9457)
FBMZ;stopSignal without indi:id;FIXED;stopSignal Q-M.1 (location Y.Link-Halle, grid 2609)
FBMZ;stopSignal without indi:id;FIXED;stopSignal Q-N.1 (location Halle, grid 9460)
FBMZ;stopSignal without indi:id;FIXED;stopSignal Q501-J.1 (location Bundel Gent, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal Q502-J.1 (location Bundel Gent, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal Q503-J.1 (location Bundel Gent, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal Q504-J.1 (location Bundel Gent, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal Q505-J.1 (location Bundel Gent, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal Q506-J.1 (location Bundel Gent, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal Q507-J.1 (location Bundel Gent, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal Q508-J.1 (location Bundel Gent, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal Q509-J.1 (location Bundel Gent, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal Q510-J.1 (location Bundel Gent, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal Q511-J.1 (location Bundel Gent, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal QD-K.1 (location Brus KEF B.F, grid 2801)
FBMZ;stopSignal without indi:id;FIXED;stopSignal QX-M.1 (location Y.Link-Halle, grid 2609)
FBMZ;stopSignal without indi:id;FIXED;stopSignal QX-R.1 (location Ruisbr-B-In, grid 9669)
FBMZ;stopSignal without indi:id;FIXED;stopSignal R-K.1 (location Brussel-KE, grid 9675)
FBMZ;stopSignal without indi:id;FIXED;stopSignal R-N.1 (location Halle, grid 9460)
FBMZ;stopSignal without indi:id;FIXED;stopSignal R-W.1 (location RuisbroekB|2, grid 9669)
FBMZ;stopSignal without indi:id;FIXED;stopSignal RX-H.1 (location Vl-Wa L1, grid 96542)
FBMZ;stopSignal without indi:id;FIXED;stopSignal RX-K.1 (location Brussel-KE, grid 9675)
FBMZ;stopSignal without indi:id;FIXED;stopSignal RY-K.1 (location Brussel-KE, grid 9675)
FBMZ;stopSignal without indi:id;FIXED;stopSignal RZ-K.1 (location Brussel-KE, grid 9675)
FBMZ;stopSignal without indi:id;FIXED;stopSignal S-E.1 (location Halle-Goed, grid 9662)
FBMZ;stopSignal without indi:id;FIXED;stopSignal S-H.1 (location Vl-Wa L1, grid 96542)
FBMZ;stopSignal without indi:id;FIXED;stopSignal S-J.1 (location Bruss-Zuid, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal S-K.1 (location Brussel-KE, grid 9675)
FBMZ;stopSignal without indi:id;FIXED;stopSignal S-N.1 (location Halle, grid 9460)
FBMZ;stopSignal without indi:id;FIXED;stopSignal SX-J.1 (location Y.Vorst-Oost, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal T-E.1 (location Halle-Goed, grid 9662)
FBMZ;stopSignal without indi:id;FIXED;stopSignal T-K.1 (location Brussel-KE, grid 9675)
FBMZ;stopSignal without indi:id;FIXED;stopSignal T161-J.1 (location Bruss-Zuid-1, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal T162-J.1 (location Bruss-Zuid-1, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal TX-K.1 (location Brussel-KE, grid 9675)
FBMZ;stopSignal without indi:id;FIXED;stopSignal U-E.1 (location Halle-Goed, grid 9662)
FBMZ;stopSignal without indi:id;FIXED;stopSignal U-J.1 (location Y.Vorst-Oost, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal U162-J.1 (location Y.Vorst-Oost, grid 9678)
FBMZ;stopSignal without indi:id;FIXED;stopSignal UX-K.1 (location Brussel-KE, grid 9675)
FBMZ;stopSignal without indi:id;FIXED;stopSignal h604-k.1 (location Brus KEF B.F, grid 2801)
FBMZ;stopSignal without indi:id;FIXED;stopSignal h605-k.1 (location Brus KEF B.F, grid 2801)
FBMZ;stopSignal without indi:id;FIXED;stopSignal h606-k.1 (location Brus KEF B.F, grid 2801)
FBMZ;stopSignal without indi:id;FIXED;stopSignal h803-w.1 (location RuisbrBundel, grid 9669)
FBMZ;stopSignal without indi:id;FIXED;stopSignal h804-w.1 (location RuisbrBundel, grid 9669)
