serZone;type;tag;description
FNND;stopSignal without indi:id;;stopSignal t612-r.9 (location Antw-Nd-B3, grid 1101)
FNND;stopSignal without indi:id;;stopSignal t613-r.9 (location Antw-Nd-B3, grid 1101)
FNND;stopSignal without indi:id;;stopSignal u533-l.9 (location Antw-Nd-B2, grid 1102)
FNND;stopSignal without indi:id;;stopSignal u534-l.9 (location Antw-Nd-B2, grid 1102)
FNND;stopSignal without indi:id;;stopSignal u535-l.9 (location Antw-Nd-B2, grid 1102)
FNND;stopSignal without indi:id;;stopSignal u536-l.9 (location Antw-Nd-B2, grid 1102)
FNND;stopSignal without indi:id;;stopSignal u537-l.9 (location Antw-Nd-B2, grid 1102)
FNND;stopSignal without indi:id;;stopSignal u538-l.9 (location Antw-Nd-B2, grid 1102)
FNND;stopSignal without indi:id;;stopSignal u539-l.9 (location Antw-Nd-B2, grid 1102)
FNND;stopSignal without indi:id;;stopSignal u540-l.9 (location Antw-Nd-B2, grid 1102)
FNND;stopSignal without indi:id;;stopSignal v254-h.9 (location Antw-Nd-C2, grid 2738)
FNND;stopSignal without indi:id;;stopSignal v255-h.9 (location Antw-Nd-C2, grid 2738)
FNND;stopSignal without indi:id;;stopSignal v256-h.9 (location Antw-Nd-C2, grid 2738)
FNND;stopSignal without indi:id;;stopSignal v257-h.9 (location Antw-Nd-C2, grid 2738)
FNND;stopSignal without indi:id;;stopSignal v258-h.9 (location Antw-Nd-C2, grid 2738)
FNND;stopSignal without indi:id;;stopSignal v259-h.9 (location Antw-Nd-C2, grid 2738)
FNND;stopSignal without indi:id;;stopSignal v260-h.9 (location Antw-Nd-C2, grid 2738)
FNND;stopSignal without indi:id;;stopSignal v261-h.9 (location Antw-Nd-C2, grid 2738)
FNND;stopSignal without indi:id;;stopSignal v262-h.9 (location Antw-Nd-C2, grid 2738)
FNND;stopSignal without indi:id;;stopSignal v263-h.9 (location Antw-Nd-C2, grid 2738)
FNND;stopSignal without indi:id;;stopSignal v264-h.9 (location Antw-Nd-C2, grid 2738)
FNND;stopSignal without indi:id;;stopSignal v431-n.9 (location A'-N-CHW_WSH, grid 1103)
FNND;stopSignal without indi:id;;stopSignal v432-n.9 (location A'-N-CHW_WSH, grid 1103)
FNND;stopSignal without indi:id;;stopSignal v614-r.9 (location Antw-Nd-B3, grid 1101)
FNND;stopSignal without indi:id;;stopSignal v615-r.9 (location Antw-Nd-B3, grid 1101)
FNND;stopSignal without indi:id;;stopSignal v616-r.9 (location Antw-Nd-B3, grid 1101)
FNND;stopSignal without indi:id;;stopSignal vt901-c.9 (location Antw-Nd-N, grid 2759)
FNND;stopSignal without indi:id;;stopSignal vt902-c.9 (location Antw-Nd-N, grid 2759)
FNND;stopSignal without indi:id;;stopSignal vt903-c.9 (location Antw-Nd-N, grid 2759)
FNND;stopSignal without indi:id;;stopSignal vt904-c.9 (location Antw-Nd-N, grid 2759)
FNND;stopSignal without indi:id;;stopSignal vt905-c.9 (location Antw-Nd-N, grid 2759)
FNND;stopSignal without indi:id;;stopSignal vt906-c.9 (location Antw-Nd-N, grid 2759)
FNND;stopSignal without indi:id;;stopSignal vt907-c.9 (location Antw-Nd-N, grid 2759)
FNND;subLocation without locationPoint;;AntwN - Berendrecht - Cirkeldijk
FNND;subLocation without locationPoint;;AntwN - Oorderen - Overgavebundel
FNND;subLocation without locationPoint;;AntwN - West-Siberië - Bundel 125
FNND;subLocation without locationPoint;;AntwN - Zandvliet - Bundel ABT
FNND;subLocation without locationPoint;;AntwN Angola - B. Containerterminal
FNND;subLocation without locationPoint;;Antwerpen-N Groenland Bundel 215
FNND;subLocation without locationPoint;;Antwerpen-Noord-CHW
FNND;subLocation without locationPoint;;Belgische Basis - Bundel BNFW
FNND;switch not linked to 3 trackEdges;;switch 03AQ (location Combinant, grid 1112)
FNND;switch not linked to 3 trackEdges;;switch 04AQ (location Antw-DS-BASF, grid 1115)
FNND;switch not linked to 3 trackEdges;;switch 092B (location Y.N.Lillo, grid 2771)
FNND;switch not linked to 3 trackEdges;;switch 146B (location Antw-Nd-A1, grid 1100)
FNND;switch not linked to 3 trackEdges;;switch 18BU (location Petrol, grid 22151)
FNND;switch not linked to 3 trackEdges;;switch 20BU (location Y.Polderdijk, grid 22199)
FNND;switch not linked to 3 trackEdges;;switch 334B (location Antw-N-UitB3, grid 1101)
FNND;switch not linked to 3 trackEdges;;switch 381B (location Ant-Nd-RGE.9, grid 1120)
FNND;switch not linked to 3 trackEdges;;switch 48BI (location V. IVC, grid 2778)
FNND;switch not linked to 3 trackEdges;;switch 50BU (location IJsland, grid 2216)
FNND;switch not linked to 3 trackEdges;;switch 543A (location Antw-N-ToeA2, grid 1104)
FNND;switch not linked to 3 trackEdges;;switch 55AI (location Y.Leopold, grid 2776)
FNND;switch not linked to 3 trackEdges;;switch 567A (location A'-N-CHW_WSH, grid 1105)
FNND;switch not linked to 3 trackEdges;;switch 569 (location A'-N-CHW_WSH, grid 1105)
FNND;switch not linked to 3 trackEdges;;switch 570 (location A'-N-CHW_WSH, grid 1105)
FNND;switch not linked to 3 trackEdges;;switch 599 (location Antw-Nd-A2, grid 1119)
FNND;switch not linked to 3 trackEdges;;switch 600 (location Antw-Nd-A2, grid 1119)
FNND;switch not linked to 3 trackEdges;;switch 60U (location Y.Kastel, grid 2214)
FNND;switch not linked to 3 trackEdges;;switch 66U (location Y.Amerika, grid 2214)
FNND;switch not linked to 3 trackEdges;;switch 775B (location Antw-Nd-G9H9, grid 2738)
FNND;switch not linked to 3 trackEdges;;switch 776B (location Antw-Nd-G9H9, grid 2738)
FNND;switch not linked to 3 trackEdges;;switch 780B (location Antw-Nd-G9H9, grid 2738)
FNND;switch not linked to 3 trackEdges;;switch 89AI (location Far-West, grid 2202)
FNND;switch not linked to 3 trackEdges;;switch 90BU (location Y.Oosterweel, grid 2213)
FNND;switch not linked to 3 trackEdges;;switch 931 (location A'-N-CHW_WSH, grid 1103)
FNND;switch not linked to 3 trackEdges;;switch 932 (location A'-N-CHW_WSH, grid 1103)
FNND;switch not linked to 3 trackEdges;;switch 933 (location Antw-Nd-M9N9, grid 1103)
FNND;switch not linked to 3 trackEdges;;switch 95BU (location Alaska, grid 2221)
FNND;switch not linked to 3 trackEdges;;switch 96AU (location Alaska, grid 2221)
FNND;switch not linked to 3 trackEdges;;switch 97U (location Alaska, grid 2221)
FNR;blockSignal without node;;L-154-AX637
FNR;blockSignal without node;;L-154-B637
FNR;catenaryCase without nodes;;26544
FNR;grid without ptcar having lines in common;;Ronet-Vorming - rooster 3013
FNR;incoherent stopSignal regimes;;trackEdge [switch 16F to switch 19Q]: found normal and wrong regimes for down stopSignal group
FNR;internal macro:trackEdge not possible in a371;;macro:location Chatau de Seilles (from L125-B to L125-A)
FNR;locationPoint with incoherent epbName;;locationPoint Chat de Seil - I (location Chat de Seil, interGrid 12504 - 12505)
FNR;locationPoint with incoherent epbName;;locationPoint MaLDam-March - A (411) (location MaLDam-March, interGrid 12502 - 12526)
FNR;locationRouteEdge without locationPoint with timingLocation[meso];;location CHAS (ptcarId 262): nb of locationRouteEdges without locationPoint with timingLocation[meso] 1/7 L125-B - Chat de Seil - 442 - PFAW07B
FNR;locationRouteEdge without locationPoint with timingLocation[meso];;location FEOCL (ptcarId 1012): nb of locationRouteEdges without locationPoint with timingLocation[meso] 1/7 L130L/6-A - Ronet-CLI - SAS 788 - AW59R
FNR;locationRouteEdge without locationPoint with timingLocation[meso];;location FEOF (ptcarId 1011): nb of locationRouteEdges without locationPoint with timingLocation[meso] 1/143 L130L/5-A - Ronet-Form. - 778 - AW52R
FNR;locationRouteEdge without locationPoint with timingLocation[meso];;location FEOGR (ptcarId 1432): nb of locationRouteEdges without locationPoint with timingLocation[meso] 1/31 SS-R.30 - L130L/6-A
FNR;locationRouteEdge without locationPoint with timingLocation[meso];;location YFFW (ptcarId 1735): nb of locationRouteEdges without locationPoint with timingLocation[meso] 26/66 L130D-A - rq711-s.30 L130D-A - rq712-s.30 L130D-A - rq713-s.30 L130D-A - rq714-s.30 L130D-A - rq715-s.30 L130D-A - rq716-s.30 L130D-A - rq717-s.30 L130D-A - rq718-s.30 L130D-A - rq719-s.30 L130D-A - rq720-s.30 L130D-A - rq721-s.30 L130D-A - rq722-s.30 L130D-A - rq723-s.30 rq711-s.30 - L130D-A rq712-s.30 - L130D-A rq713-s.30 - L130D-A rq714-s.30 - L130D-A rq715-s.30 - L130D-A rq716-s.30 - L130D-A rq717-s.30 - L130D-A rq718-s.30 - L130D-A rq719-s.30 - L130D-A rq720-s.30 - L130D-A rq721-s.30 - L130D-A rq722-s.30 - L130D-A rq723-s.30 - L130D-A
FNR;locationRouteEdge without locationPoint with timingLocation[micro];;location CHAS (ptcarId 262): nb of locationRouteEdges without locationPoint with timingLocation[micro] 1/7 L125-B - Chat de Seil - 442 - PFAW07B
FNR;locationRouteEdge without locationPoint with timingLocation[micro];;location FEOCL (ptcarId 1012): nb of locationRouteEdges without locationPoint with timingLocation[micro] 1/7 L130L/6-A - Ronet-CLI - SAS 788 - AW59R
FNR;locationRouteEdge without locationPoint with timingLocation[micro];;location FEOF (ptcarId 1011): nb of locationRouteEdges without locationPoint with timingLocation[micro] 1/141 L130L/5-A - Ronet-Form. - 778 - AW52R
FNR;locationRouteEdge without locationPoint with timingLocation[micro];;location FEOGR (ptcarId 1432): nb of locationRouteEdges without locationPoint with timingLocation[micro] 1/31 SS-R.30 - L130L/6-A
FNR;locationRouteEdge without locationPoint with timingLocation[micro];;location YFFW (ptcarId 1735): nb of locationRouteEdges without locationPoint with timingLocation[micro] 26/66 L130D-A - rq711-s.30 L130D-A - rq712-s.30 L130D-A - rq713-s.30 L130D-A - rq714-s.30 L130D-A - rq715-s.30 L130D-A - rq716-s.30 L130D-A - rq717-s.30 L130D-A - rq718-s.30 L130D-A - rq719-s.30 L130D-A - rq720-s.30 L130D-A - rq721-s.30 L130D-A - rq722-s.30 L130D-A - rq723-s.30 rq711-s.30 - L130D-A rq712-s.30 - L130D-A rq713-s.30 - L130D-A rq714-s.30 - L130D-A rq715-s.30 - L130D-A rq716-s.30 - L130D-A rq717-s.30 - L130D-A rq718-s.30 - L130D-A rq719-s.30 - L130D-A rq720-s.30 - L130D-A rq721-s.30 - L130D-A rq722-s.30 - L130D-A rq723-s.30 - L130D-A
FNR;routing without routeEdge;;Ronet-F 3003 - RG-S.30 - rq711-s.30
FNR;routing without routeEdge;;Ronet-F 3003 - RG-S.30 - rq712-s.30
FNR;routing without routeEdge;;Ronet-F 3003 - RG-S.30 - rq713-s.30
FNR;routing without routeEdge;;Ronet-F 3003 - RG-S.30 - rq714-s.30
FNR;routing without routeEdge;;Ronet-F 3003 - RG-S.30 - rq715-s.30
FNR;routing without routeEdge;;Ronet-F 3003 - RG-S.30 - rq716-s.30
FNR;routing without routeEdge;;Ronet-F 3003 - RG-S.30 - rq717-s.30
FNR;routing without routeEdge;;Ronet-F 3003 - RG-S.30 - rq718-s.30
FNR;routing without routeEdge;;Ronet-F 3003 - RG-S.30 - rq719-s.30
FNR;routing without routeEdge;;Ronet-F 3003 - RG-S.30 - rq720-s.30
FNR;routing without routeEdge;;Ronet-F 3003 - RG-S.30 - rq721-s.30
FNR;routing without routeEdge;;Ronet-F 3003 - RG-S.30 - rq722-s.30
FNR;routing without routeEdge;;Ronet-F 3003 - RG-S.30 - rq723-s.30
FNR;speedSignal without node;;L130KP1A235R1S1
FNR;speedSignal without node;;L130KP64A851R2S0
FNR;speedSignal without node;;L130KP77A286R1S1
FNR;speedSignal without node;;L154KP62A259R1S1
FNR;speedSignal without node;;L154KP62A259R1S2
FNR;speedSignal without node;;L154KP88A204R1S2
FNR;speedSignal without node;;L154KP88A547R1S2
FNR;speedSignal without node;;L161KP61A50R1S1
FNR;speedSignal without node;;L161KP61A50R1S2
FNR;speedSignal without node;;L162KP62A100R2S2
FNR;speedSignal without node;;L162KP62A20R2S1
FNR;speedSignal without node;;L162KP74A420R1S1
FNR;speedSignal without node;;L162KP75A700R2S1
FNR;speedSignal without node;;L162KP88A520R2S1
FNR;speedSignal without node;;L162KP90A640R2S2
FNR;speedSignal without node;;L283KP0A3R2S1
FNR;stopSignal with incoherent ptcar reference;;stopSignal A902 is present in micro:location Dinant/2 (ptcarId 329) but linked to ptrefColumn Y.Nef15408/1 (ptcarId 1580)
FNR;stopSignal with incoherent ptcar reference;;stopSignal A902.fic is present in micro:location Dinant/2 (ptcarId 329) but linked to ptrefColumn Y.Nef15408/2 (ptcarId 1580)
FNR;stopSignal with incoherent ptcar reference;;stopSignal AX17 is present in micro:location Anseremme (ptcarId 34) but linked to ptrefColumn Y.Nef15410/1 (ptcarId 1580)
FNR;stopSignal with incoherent ptcar reference;;stopSignal AX17.fic is present in micro:location Anseremme (ptcarId 34) but linked to ptrefColumn Y.Nef15410/2 (ptcarId 1580)
FNR;stopSignal with incoherent ptcar reference;;stopSignal B17 is present in micro:location Anseremme (ptcarId 34) but linked to ptrefColumn Y.Nef15410/1 (ptcarId 1580)
FNR;stopSignal with incoherent ptcar reference;;stopSignal B17.fic is present in micro:location Anseremme (ptcarId 34) but linked to ptrefColumn Y.Nef15410/2 (ptcarId 1580)
FNR;stopSignal with incoherent ptcar reference;;stopSignal BX902 is present in micro:location Dinant/2 (ptcarId 329) but linked to ptrefColumn Y.Nef15408/1 (ptcarId 1580)
FNR;stopSignal with incoherent ptcar reference;;stopSignal BX902.fic is present in micro:location Dinant/2 (ptcarId 329) but linked to ptrefColumn Y.Nef15408/2 (ptcarId 1580)
FNR;stopSignal with incoherent ptcar reference;;stopSignal C-U.30 is present in micro:location Jambes (ptcarId 611) but linked to ptrefColumn Lust 15409/1 (ptcarId 767)
FNR;stopSignal with incoherent ptcar reference;;stopSignal C10-H.30 is present in micro:location Namur-Herb (ptcarId 913) but linked to ptrefColumn Namen15400/1 (ptcarId 895)
FNR;stopSignal with incoherent ptcar reference;;stopSignal C11-H.30 is present in micro:location Namur-Herb (ptcarId 913) but linked to ptrefColumn Namen15400/1 (ptcarId 895)
FNR;stopSignal with incoherent ptcar reference;;stopSignal C2-H.30 is present in micro:location Namur-Herb (ptcarId 913) but linked to ptrefColumn Namen15400/1 (ptcarId 895)
FNR;stopSignal with incoherent ptcar reference;;stopSignal C4-H.30 is present in micro:location Namur-Herb (ptcarId 913) but linked to ptrefColumn Namen15400/1 (ptcarId 895)
FNR;stopSignal with incoherent ptcar reference;;stopSignal C6-H.30 is present in micro:location Namur-Herb (ptcarId 913) but linked to ptrefColumn Namen15400/1 (ptcarId 895)
FNR;stopSignal with incoherent ptcar reference;;stopSignal C8-H.30 is present in micro:location Namur-Herb (ptcarId 913) but linked to ptrefColumn Namen15400/1 (ptcarId 895)
FNR;stopSignal with incoherent ptcar reference;;stopSignal CX1-H.30 is present in micro:location Namur-Herb (ptcarId 913) but linked to ptrefColumn Namen15400/1 (ptcarId 895)
FNR;stopSignal with incoherent ptcar reference;;stopSignal CX3-H.30 is present in micro:location Namur-Herb (ptcarId 913) but linked to ptrefColumn Namen15400/1 (ptcarId 895)
FNR;stopSignal with incoherent ptcar reference;;stopSignal CX5-H.30 is present in micro:location Namur-Herb (ptcarId 913) but linked to ptrefColumn Namen15400/1 (ptcarId 895)
FNR;stopSignal with incoherent ptcar reference;;stopSignal CX7-H.30 is present in micro:location Namur-Herb (ptcarId 913) but linked to ptrefColumn Namen15400/1 (ptcarId 895)
FNR;stopSignal with incoherent ptcar reference;;stopSignal CX9-H.30 is present in micro:location Namur-Herb (ptcarId 913) but linked to ptrefColumn Namen15400/1 (ptcarId 895)
FNR;stopSignal with incoherent ptcar reference;;stopSignal D-L.30 is present in micro:location R.Carmeuse-A (ptcarId 1301) but linked to ptrefColumn Anden12505/4 (ptcarId 262)
FNR;stopSignal with incoherent ptcar reference;;stopSignal G-N.30 is present in micro:location Marche-Dames (ptcarId 789) but linked to ptrefColumn M-Dam12526/1 (ptcarId 269)
FNR;stopSignal with incoherent ptcar reference;;stopSignal G-Q.30 is present in micro:location JemsS March. (ptcarId 308) but linked to ptrefColumn FJSMA 3011/1 (ptcarId 620)
FNR;stopSignal with incoherent ptcar reference;;stopSignal H-Q.30 is present in micro:location JemsS March. (ptcarId 308) but linked to ptrefColumn FJSMA 3011/1 (ptcarId 620)
FNR;stopSignal with incoherent ptcar reference;;stopSignal HX-Q.30 is present in micro:location JemsS March. (ptcarId 308) but linked to ptrefColumn FJSMA 3011/1 (ptcarId 620)
FNR;stopSignal with incoherent ptcar reference;;stopSignal HY-Q.30 is present in micro:location JemsS March. (ptcarId 308) but linked to ptrefColumn FJSMA 3011/1 (ptcarId 620)
FNR;stopSignal with incoherent ptcar reference;;stopSignal IW-Q.30 is present in micro:location Jemeppe-Fr (ptcarId 618) but linked to ptrefColumn J-Fr 14401/0 (ptcarId 1412)
FNR;stopSignal with incoherent ptcar reference;;stopSignal IX-Q.30 is present in micro:location Jemeppe-Fr (ptcarId 618) but linked to ptrefColumn J-Fr 14401/2 (ptcarId 620)
FNR;stopSignal with incoherent ptcar reference;;stopSignal J-Q.30 is present in micro:location Jemeppe-Fr (ptcarId 618) but linked to ptrefColumn J-Fr 14401/4 (ptcarId 2041)
FNR;stopSignal with incoherent ptcar reference;;stopSignal KX-U.30 is present in micro:location Jambes (ptcarId 611) but linked to ptrefColumn Lust 15409/2 (ptcarId 767)
FNR;stopSignal with incoherent ptcar reference;;stopSignal LX-N.30 is present in micro:location Marche-Dames (ptcarId 789) but linked to ptrefColumn M-Dam12526/1 (ptcarId 269)
FNR;stopSignal with incoherent ptcar reference;;stopSignal RT-S.30 is present in micro:location Ronet-P.E. (ptcarId 1010) but linked to ptrefColumn Ron-F 3003/3 (ptcarId 1011)
FNR;stopSignal with incoherent ptcar reference;;stopSignal S-G.30 is present in micro:location Rhisnes-SAS (ptcarId 236) but linked to ptrefColumn Rhisn 6120/6 (ptcarId 995)
FNR;stopSignal with incoherent ptcar reference;;stopSignal SK-R.30 is present in micro:location Ronet-Gril R (ptcarId 1432) but linked to ptrefColumn Ronet 3013/4 (ptcarId 1011)
FNR;stopSignal with incoherent ptcar reference;;stopSignal SS-R.30 is present in micro:location Ronet-Gril R (ptcarId 1432) but linked to ptrefColumn Ronet 3013/6 (ptcarId 1012)
FNR;stopSignal with incoherent ptcar reference;;stopSignal SW-R.30 is present in micro:location Ronet-Gril R (ptcarId 1432) but linked to ptrefColumn Ronet 3013/7 (ptcarId 1011)
FNR;stopSignal with incoherent ptcar reference;;stopSignal T-K.30 is present in micro:location Haversin-Gar (ptcarId 196) but linked to ptrefColumn Haver16207/2 (ptcarId 532)
FNR;stopSignal with incoherent ptcar reference;;stopSignal TX-K.30 is present in micro:location Haversin-Gar (ptcarId 196) but linked to ptrefColumn Haver16207/2 (ptcarId 532)
FNR;stopSignal with incoherent ptcar reference;;stopSignal rm724-s.30 is present in micro:location Ronet-P.E. (ptcarId 1010) but linked to ptrefColumn Ron-F 3003/3 (ptcarId 1011)
FNR;stopSignal with incoherent ptcar reference;;stopSignal rm725-s.30 is present in micro:location Ronet-P.E. (ptcarId 1010) but linked to ptrefColumn Ron-F 3003/3 (ptcarId 1011)
FNR;stopSignal with incoherent ptcar reference;;stopSignal rq711-s.30 is present in micro:location Y.Flawinne (ptcarId 1735) but linked to ptrefColumn Ron-F 3003/3 (ptcarId 1011)
FNR;stopSignal with incoherent ptcar reference;;stopSignal rq712-s.30 is present in micro:location Y.Flawinne (ptcarId 1735) but linked to ptrefColumn Ron-F 3003/3 (ptcarId 1011)
FNR;stopSignal with incoherent ptcar reference;;stopSignal rq713-s.30 is present in micro:location Y.Flawinne (ptcarId 1735) but linked to ptrefColumn Ron-F 3003/3 (ptcarId 1011)
FNR;stopSignal with incoherent ptcar reference;;stopSignal rq714-s.30 is present in micro:location Y.Flawinne (ptcarId 1735) but linked to ptrefColumn Ron-F 3003/3 (ptcarId 1011)
FNR;stopSignal with incoherent ptcar reference;;stopSignal rq715-s.30 is present in micro:location Y.Flawinne (ptcarId 1735) but linked to ptrefColumn Ron-F 3003/3 (ptcarId 1011)
FNR;stopSignal with incoherent ptcar reference;;stopSignal rq716-s.30 is present in micro:location Y.Flawinne (ptcarId 1735) but linked to ptrefColumn Ron-F 3003/3 (ptcarId 1011)
FNR;stopSignal with incoherent ptcar reference;;stopSignal rq717-s.30 is present in micro:location Y.Flawinne (ptcarId 1735) but linked to ptrefColumn Ron-F 3003/3 (ptcarId 1011)
FNR;stopSignal with incoherent ptcar reference;;stopSignal rq718-s.30 is present in micro:location Y.Flawinne (ptcarId 1735) but linked to ptrefColumn Ron-F 3003/3 (ptcarId 1011)
FNR;stopSignal with incoherent ptcar reference;;stopSignal rq719-s.30 is present in micro:location Y.Flawinne (ptcarId 1735) but linked to ptrefColumn Ron-F 3003/3 (ptcarId 1011)
FNR;stopSignal with incoherent ptcar reference;;stopSignal rq720-s.30 is present in micro:location Y.Flawinne (ptcarId 1735) but linked to ptrefColumn Ron-F 3003/3 (ptcarId 1011)
FNR;stopSignal with incoherent ptcar reference;;stopSignal rq721-s.30 is present in micro:location Y.Flawinne (ptcarId 1735) but linked to ptrefColumn Ron-F 3003/3 (ptcarId 1011)
FNR;stopSignal with incoherent ptcar reference;;stopSignal rq722-s.30 is present in micro:location Y.Flawinne (ptcarId 1735) but linked to ptrefColumn Ron-F 3003/3 (ptcarId 1011)
FNR;stopSignal with incoherent ptcar reference;;stopSignal rq723-s.30 is present in micro:location Y.Flawinne (ptcarId 1735) but linked to ptrefColumn Ron-F 3003/3 (ptcarId 1011)
FNR;stopSignal without indi:id;FIXED;stopSignal A1014 (location Haversin, interGrid 16207 - 16240)
FNR;stopSignal without indi:id;FIXED;stopSignal A1031 (location Haversin, interGrid 16207 - 16240)
FNR;stopSignal without indi:id;FIXED;stopSignal A1050 (location Haversin, grid 16240)
FNR;stopSignal without indi:id;FIXED;stopSignal A1068 (location Haversin, interGrid 16242 - 16240)
FNR;stopSignal without indi:id;FIXED;stopSignal A1083 (location Haversin, interGrid 16242 - 16240)
FNR;stopSignal without indi:id;;stopSignal A1099 (location Aye, grid 16242)
FNR;stopSignal without indi:id;FIXED;stopSignal A1113 (location Aye, interGrid 16242 - SER 25)
FNR;stopSignal without indi:id;FIXED;stopSignal A40 (location Anseremme, interGrid 16600 - SER 11)
FNR;stopSignal without indi:id;FIXED;stopSignal A424 (location Chat de Seil, interGrid 12504 - 12505)
FNR;stopSignal without indi:id;FIXED;stopSignal A439 (location R.Carmeuse-A, interGrid 12504 - 12505)
FNR;stopSignal without indi:id;FIXED;stopSignal A459 (location Lonzée, grid 6122)
FNR;stopSignal without indi:id;FIXED;stopSignal A472 (location Sclaigneaux, interGrid 12503 - 12504)
FNR;stopSignal without indi:id;FIXED;stopSignal A475 (location Lonzée, interGrid 6122 - 6148)
FNR;stopSignal without indi:id;FIXED;stopSignal A488 (location Namêche, grid 12503)
FNR;stopSignal without indi:id;FIXED;stopSignal A490 (location Lonzée, interGrid 6122 - 6148)
FNR;stopSignal without indi:id;FIXED;stopSignal A499 (location Namêche, interGrid 12502 - 12503)
FNR;stopSignal without indi:id;FIXED;stopSignal A506 (location St-Denis-Bov, interGrid 6120 - 6148)
FNR;stopSignal without indi:id;FIXED;stopSignal A524 (location St-Denis-Bov, interGrid 6120 - 6148)
FNR;stopSignal without indi:id;FIXED;stopSignal A542 (location Marche-Dames, interGrid 12501 - 12526)
FNR;stopSignal without indi:id;FIXED;stopSignal A569 (location Beez, interGrid 12500 - 12501)
FNR;stopSignal without indi:id;FIXED;stopSignal A573 (location Namur/1, interGrid 6121 - 6124)
FNR;stopSignal without indi:id;;stopSignal A58 (location Anseremme, interGrid 16600 - SER 11)
FNR;stopSignal without indi:id;FIXED;stopSignal A587 (location Namur/1, interGrid 6121 - 6124)
FNR;stopSignal without indi:id;FIXED;stopSignal A615 (location Namur/1, interGrid 6124 - 3013)
FNR;stopSignal without indi:id;FIXED;stopSignal A627 (location Ronet-Gril R, interGrid 3001 - 3013)
FNR;stopSignal without indi:id;FIXED;stopSignal A636 (location Jambes-Est, interGrid 15400 - 16292)
FNR;stopSignal without indi:id;FIXED;stopSignal A651 (location Jambes-Est, interGrid 15400 - 16292)
FNR;stopSignal without indi:id;FIXED;stopSignal A666 (location Jambes-Est, interGrid 15400 - 16292)
FNR;stopSignal without indi:id;FIXED;stopSignal A670 (location Jambes, interGrid 15401 - 15409)
FNR;stopSignal without indi:id;FIXED;stopSignal A671 (location Floreffe, interGrid 3004 - 3031)
FNR;stopSignal without indi:id;FIXED;stopSignal A680 (location Dave-St-Mart, interGrid 15400 - 16292)
FNR;stopSignal without indi:id;FIXED;stopSignal A683 (location Floreffe, interGrid 3004 - 3031)
FNR;stopSignal without indi:id;FIXED;stopSignal A691 (location Jambes, interGrid 15401 - 15409)
FNR;stopSignal without indi:id;FIXED;stopSignal A695 (location Naninne, interGrid 15400 - 16292)
FNR;stopSignal without indi:id;FIXED;stopSignal A696 (location Floreffe, grid 3004)
FNR;stopSignal without indi:id;FIXED;stopSignal A711 (location Naninne, interGrid 15400 - 16292)
FNR;stopSignal without indi:id;FIXED;stopSignal A722 (location Franière, grid 3005)
FNR;stopSignal without indi:id;FIXED;stopSignal A725 (location Sart-Bernard, interGrid 15400 - 16292)
FNR;stopSignal without indi:id;FIXED;stopSignal A729 (location Jambes, interGrid 15403 - 15409)
FNR;stopSignal without indi:id;FIXED;stopSignal A735 (location Moustier, interGrid 3005 - 3008)
FNR;stopSignal without indi:id;FIXED;stopSignal A773 (location Courrière, interGrid 16219 - 16293)
FNR;stopSignal without indi:id;FIXED;stopSignal A777 (location Godinne, interGrid 15403 - 15404)
FNR;stopSignal without indi:id;FIXED;stopSignal A791 (location Courrière, interGrid 16219 - 16293)
FNR;stopSignal without indi:id;FIXED;stopSignal A791 (location Godinne, interGrid 15403 - 15404)
FNR;stopSignal without indi:id;FIXED;stopSignal A807 (location Assesse, interGrid 16219 - 16293)
FNR;stopSignal without indi:id;FIXED;stopSignal A823 (location Florée, interGrid 16219 - 16293)
FNR;stopSignal without indi:id;FIXED;stopSignal A841 (location Yvoir, interGrid 15406 - 15405)
FNR;stopSignal without indi:id;FIXED;stopSignal A843 (location Natoye, interGrid 16219 - 16293)
FNR;stopSignal without indi:id;FIXED;stopSignal A862 (location Yvoir, interGrid 15406 - 15405)
FNR;stopSignal without indi:id;FIXED;stopSignal A863 (location Natoye, interGrid 16219 - 16293)
FNR;stopSignal without indi:id;FIXED;stopSignal A902 (location Dinant/2, grid 15408)
FNR;stopSignal without indi:id;FIXED;stopSignal A929 (location Leignon, interGrid 16216 - 16207)
FNR;stopSignal without indi:id;FIXED;stopSignal A938 (location Leignon, interGrid 16216 - 16207)
FNR;stopSignal without indi:id;FIXED;stopSignal A951 (location Chapois, interGrid 16216 - 16207)
FNR;stopSignal without indi:id;FIXED;stopSignal A967 (location Chapois, interGrid 16216 - 16207)
FNR;stopSignal without indi:id;FIXED;stopSignal A983 (location Chapois, interGrid 16216 - 16207)
FNR;stopSignal without indi:id;FIXED;stopSignal AX1068 (location Haversin, interGrid 16242 - 16240)
FNR;stopSignal without indi:id;FIXED;stopSignal AX17 (location Anseremme, grid 15410)
FNR;stopSignal without indi:id;FIXED;stopSignal AX359 (location Java, interGrid 12508 - SER 12)
FNR;stopSignal without indi:id;FIXED;stopSignal AX41 (location Anseremme, interGrid 16600 - SER 11)
FNR;stopSignal without indi:id;FIXED;stopSignal AX429 (location R.Carmeuse-A, interGrid 12504 - 12505)
FNR;stopSignal without indi:id;FIXED;stopSignal AX443 (location R.Carmeuse-A, interGrid 12504 - 12505)
FNR;stopSignal without indi:id;FIXED;stopSignal AX472 (location Lonzée, interGrid 6122 - 6148)
